"Record_number","Study_number","Author","Site_name","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI","Study_TS_Annual","TS_Flag","Annual_TS_Coverage","TS_Source","TAIR1","TAIR2","TAIR3","TAIR4","TAIR5","TAIR6","TAIR7","TAIR8","TAIR9","TAIR10","TAIR11","TAIR12","Rs1","Rs2","Rs3","Rs4","Rs5","Rs6","Rs7","Rs8","Rs9","Rs10","Rs11","Rs12","Rs_bahn_Jan","Rs_bahn_Feb","Rs_bahn_Mar","Rs_bahn_Apr","Rs_bahn_May","Rs_bahn_Jun","Rs_bahn_Jul","Rs_bahn_Aug","Rs_bahn_Sep","Rs_bahn_Oct","Rs_bahn_Nov","Rs_bahn_Dec"
5049,6497,"Sasaki","Kurose River Estuary",1.5,34.08,133.29,NA,"None","",NA,NA,"None","Temperate","Wetland","Natural",NA,NA,NA,NA,NA,"IRGA",50,1,"",92,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",17,35,NA,0.7,5,3.5534,0.0575,0,NA,NA,"",NA,34.25,133.25,1100.35,15.99,853.8,16.9,2007,259.858,0.471,0.05,17.99,"",1,"Figure 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5109,6566,"Wang","Qianyanzhou Ecological Station",1,26.74416667,115.0591667,102,"None","",NA,20,"Pinus elliotti","Subtropical","Forest","Managed",17.9,1469,747,NA,NA,"Gas chromatography",3.5,1,"",548,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-(273.15+c)/T)), T in K","Positive","mg C/m2/hr",5,30,NA,0.63,5,42.41,43448.32,10,NA,NA,"Positive",0.9625,26.75,115.25,1531.99,17.51,1412.8,17.83,2004,314.977,0.434,-0.378,17.453,"",1,"MGRsD",5.5,9.9,11.2,19.3,22.8,25.3,27.9,27.8,23.8,18.4,14.2,7.9,0.458,0.708,1.097,1.402,2.041,1.902,2.096,1.763,1.597,0.93,1.18,0.875,331.567448077738,444.496592252002,483.865718144681,807.211644030887,998.303184347441,1158.37222909317,1348.58819259317,1340.79007914851,1059.80808132738,763.662484159174,586.8206118494,389.493734341682
5110,6566,"Wang","Qianyanzhou Ecological Station",1,26.74416667,115.0591667,102,"None","",NA,20,"Pinus elliotti","Subtropical","Forest","Managed",17.9,1469,747,NA,NA,"Gas chromatography",3.5,1,"",632,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-(273.15+c)/T)), T in K","Positive","mg C/m2/hr",5,30,NA,0.63,5,42.41,43448.32,10,NA,NA,"Positive",0.9625,26.75,115.25,1531.99,17.51,1412.8,17.44,2005,314.977,0.434,-0.378,17.453,"",1,"MGRsD",3.2,4.9,10.5,19.5,22.8,26.1,29,27.4,25.8,18.8,15.2,6.1,0.514,0.43,0.93,1.347,2.596,2.596,2.624,2.734,2.346,1.569,1.319,0.68,283.411349855179,318.347260648311,462.296993972196,817.183775496897,998.303184347441,1214.19277315719,1437.05549847932,1309.99539118826,1192.98682718503,782.752856791935,625.237176827194,345.276261795984
5111,6566,"Wang","Qianyanzhou Ecological Station",1,26.74416667,115.0591667,102,"None","",NA,20,"Pinus elliotti","Subtropical","Forest","Managed",17.9,1469,747,NA,NA,"Gas chromatography",3.5,1,"",758,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-(273.15+c)/T)), T in K","Positive","mg C/m2/hr",5,30,NA,0.63,5,42.41,43448.32,10,NA,NA,"Positive",0.9625,26.75,115.25,1531.99,17.51,1688.8,17.93,2006,314.977,0.434,0.498,17.453,"",1,"MGRsD",6.7,7.3,11.9,19,21.9,25.3,28.8,28.2,23.1,21.3,14.3,7.3,0.791,0.875,1.208,1.874,2.706,3.429,3.596,3.041,1.984,1.43,1.236,0.764,359.48941600188,374.223049418618,506.327333303547,792.45617286623,945.678860256051,1158.37222909317,1420.59855914617,1372.22402626409,1016.41319158874,911.978549882562,590.565300459055,374.223049418618
5623,10266,"Zhang","Changwu Station",1,35.2,104.67,1200,"None","",25,1,"None","Temperate","Grassland","Managed",9.4,560,NA,9.76,520,"IRGA",14,1,"Comparison",293,10,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,NA,0.56,5,0.49,0.0499,0,NA,NA,"Mixed",0.807,35.25,104.75,496.87,6.03,397.4,6.63,2009,97.315,0.605,-1.022,9,"TAIR_2",1,"Figure 2 and TAIR_Del",-5.4,-0.9,2.4,8.1,11,16.7,17.7,15.6,12.3,7.9,-0.9,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.683859463538,212.661058904113,250.951286734025,334.027981208014,386.339377514594,514.235906146736,540.692962917275,486.625929264348,412.37638887756,330.69313922076,212.661058904113,173.994168718273
5624,10266,"Zhang","Changwu Station",1,35.2,104.67,1200,"None","",25,1,"None","Temperate","Grassland","Managed",9.4,560,NA,10.26,481,"IRGA",14,1,"Comparison",298,9,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,NA,0.63,5,0.34,0.0661,0,NA,NA,"Mixed",0.658,35.25,104.75,496.87,6.03,470.9,6.54,2010,97.315,0.605,-0.267,12,"TAIR_2",1,"Figure 2 and TAIR_Del",-3.8,-2.2,1.3,5.7,11.3,14.7,17.9,16.9,13,6.4,1.9,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.687300348644,133.115026489475,167.974621462386,225.027685492524,326.484444784705,409.253963612402,506.233542509056,473.684348897229,365.533928775339,235.743252402232,174.807797310885,113.490253304878
5625,10266,"Zhang","Changwu Station",1,35.2,104.67,1200,"None","",25,1,"None","Temperate","Grassland","Managed",9.4,560,NA,10.39,588,"IRGA",14,1,"Comparison",238,50,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,NA,0.47,5,0.35,0.0544,0,NA,NA,"Mixed",0.603,35.25,104.75,496.87,6.03,491.7,5.97,2011,97.315,0.605,-0.053,10,"TAIR_2",1,"Figure 2 and TAIR_Del",-11.2,-2,-1.4,9.3,11.8,15.9,17.5,17.4,10.6,6.9,2.4,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9695222363143,142.191598428247,146.935202288734,263.806247005008,302.460085752872,378.491545904453,413.105807581517,410.852544181472,283.246291979401,231.354206325396,180.878941650864,116.778373731318
5626,10266,"Zhang","Changwu Station",1,35.2,104.67,1200,"None","",25,1,"None","Temperate","Grassland","Managed",9.4,560,NA,9.43,644,"IRGA",14,1,"Comparison",234,48,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,NA,0.47,5,0.45,0.0395,0,NA,NA,"Mixed",0.668,35.25,104.75,496.87,6.03,533,5.77,2012,97.315,0.605,0.371,8,"TAIR_2",1,"Figure 2 and TAIR_Del",-8.5,-6,1.1,8.2,12,15.9,17.4,17.2,11.4,7,-0.9,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.717735076177,160.927616838079,213.346820980723,282.840614413489,328.913263435949,384.012824449604,407.583532349345,404.359057336194,321.168561506748,269.677709916405,197.056897933466,163.504415981582
5627,10266,"Zhang","Changwu Station",1,35.2,104.67,1200,"None","",25,1,"None","Temperate","Grassland","Managed",9.4,560,NA,9.43,481,"IRGA",14,1,"Comparison",226,19,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,NA,0.67,5,0.27,0.0623,0,NA,NA,"Mixed",0.503,35.25,104.75,496.87,6.03,641.7,7.31,2013,97.315,0.605,1.488,12,"TAIR_2",1,"Figure 2 and TAIR_Del",-5,-1.7,6.7,8.5,12.5,15.6,16.7,17.8,12.6,8.5,0.4,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3416957764839,109.855787497465,185.91961649138,208.108580868325,267.362561869917,324.660022082468,347.81774137563,372.627280807967,269.042480955162,208.108580868325,125.299261107814,89.9030564202228
5628,10266,"Zhang","Changwu Station",1,35.2,104.67,1200,"None","",25,1,"None","Temperate","Grassland","Managed",9.4,560,NA,11.08,523,"IRGA",14,1,"Comparison",240,30,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,NA,0.32,5,0.52,0.0441,0,NA,NA,"Mixed",0.808,35.25,104.75,496.87,6.03,593.9,6.53,2014,97.315,0.605,0.997,8,"TAIR_2",1,"Figure 2 and TAIR_Del",-3.2,-4.5,3.3,7.5,10.9,15.4,17.5,16.1,12.5,8,0.1,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.939414919546,193.460782300915,273.393543514078,329.353781418895,382.941475675867,467.502082133782,513.122134858714,482.239317651519,411.094533465788,336.736783222757,237.230029845114,187.548620003367
5778,7238,"Miao","Alligator River National Wildlife Refuge",1.5,35.78,-75.9,NA,"None","",NA,NA,"Nyssa sylvatica; Nyssa biflora; Taxodium distichum","Temperate","Forest","Natural",16.8,1298,NA,16.8,NA,"IRGA",0.1,1,"",1325,40,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g C/m2/day",4,17,NA,0.69,5,10.58,3.65,24,NA,NA,"",NA,35.75,75.75,1201.94,17,1081.7,17.14,2011,165.255,0.596,-0.325,17,"",1,"Figure 1",-23.7,-19.9,-14.1,-9.8,-1.5,1.6,3.2,3.7,-0.8,-7.9,-14,-20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47091560611353,15.5316315760156,33.0451739837376,57.8361823772227,170.381678620307,255.079148688861,314.143181841691,335.269541505703,186.636224249112,74.0648547138701,33.4781410841544,13.814572437995
5779,7238,"Miao","Alligator River National Wildlife Refuge",1.5,35.78,-75.9,NA,"None","",NA,NA,"Nyssa sylvatica; Nyssa biflora; Taxodium distichum","Temperate","Forest","Natural",16.8,1298,NA,16.8,NA,"IRGA",0.1,1,"",621,89,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g C/m2/day",1,15,NA,0.69,5,7.55,12.94,24,NA,NA,"",NA,35.75,75.75,1201.94,17,1081.7,17.14,2011,165.255,0.596,-0.325,17,"",1,"Figure 1",-23.7,-19.9,-14.1,-9.8,-1.5,1.6,3.2,3.7,-0.8,-7.9,-14,-20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155996460116789,0.0414888557768028,0.184644304481188,0.558533936802746,4.7308448453247,10.5075074990909,15.8624367740906,18.0412589521008,5.66492827445108,0.910873197822718,0.189459027273239,0.0329091732975433
5780,7238,"Miao","Alligator River National Wildlife Refuge",1.5,35.78,-75.9,NA,"None","",NA,NA,"Nyssa sylvatica; Nyssa biflora; Taxodium distichum","Temperate","Forest","Natural",16.8,1298,NA,16.8,NA,"IRGA",0.1,1,"",430,264,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g C/m2/day",2,8,NA,0.59,5,4.77,9.06,24,NA,NA,"",NA,35.75,75.75,1201.94,17,1081.7,17.14,2011,165.255,0.596,-0.325,17,"",1,"Figure 1",-23.7,-19.9,-14.1,-9.8,-1.5,1.6,3.2,3.7,-0.8,-7.9,-14,-20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0543277534694642,0.126094019479633,0.455854838747656,1.18199093469678,7.43567498456749,14.7785686135882,21.0668616248783,23.5350257143415,8.68322724044891,1.80073794804106,0.466068268763453,0.103297018569117
5785,7289,"Ohtsuka","",2,35.45,138.77,1030,"None","",NA,95,"Pinus densiflora; Ilex pedunculosa","Temperate","Forest","Natural",9.7,2025,NA,NA,NA,"IRGA",30,0.75,"Extraction",610,290,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",1,23,NA,0.72,5,91.5,0.107,0,NA,NA,"",1.684,35.25,138.75,2061.45,10.81,2068.7,11.08,2007,255.335,0.526,0.028,9.5,"",1,"Figure 4",1.1,3.5,3.8,6.8,12.4,17.5,20.3,23,20.6,14.1,7.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.491982206925,382.538164020573,395.085328664252,545.572206194775,996.521628124928,1724.88838583199,2331.19307183687,3116.9041342094,2407.65567358389,1196.49664520791,581.948434625609,343.521817011279
5800,7574,"Wang","Laoshan Experimental Station",3,45.34583333,127.5780556,NA,"None","",NA,38,"Larix gmelinii","Temperate","Forest","Unmanaged",NA,NA,NA,NA,NA,"IRGA",30,0.5,"Exclusion",561.6,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",2,19,NA,0.4943,5,0.4623,0.0765,0,NA,NA,"",0.993,45.25,127.75,659.31,2.77,664.6,3.23,2005,106.073,0.933,0.05,14,"",0.58,"Figure 2",-18,-19,-5.4,6.3,12.4,20.4,21.8,21,14.8,6.2,-3.7,-18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5576543998319,48.6668279017546,138.520150509025,340.664825023881,544.609479305593,1007.64760176663,1122.20651188472,1055.23803503328,655.016499952072,338.05471669169,157.869394812965,52.1549677659542
5802,7574,"Wang","Laoshan Experimental Station",3,45.34583333,127.5780556,NA,"None","",NA,38,"Larix gmelinii","Temperate","Forest","Unmanaged",NA,NA,NA,NA,NA,"IRGA",30,0.5,"Exclusion",538.8,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,18,NA,0.5154,5,0.4829,0.0942,0,NA,NA,"",1.239,45.25,127.75,659.31,2.77,703.8,3.71,2006,106.073,0.933,0.419,10,"",0.58,"Figure 2",-20.2,-13.6,-4.1,3.9,14.9,18.4,22.1,21.7,14.4,6.1,-5.5,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3645014535907,60.469522392826,148.691239231466,317.202818728897,899.048386859715,1252.40030878143,1777.99099610659,1711.89441274971,857.466847087439,390.684555911971,130.227091478834,60.469522392826
5804,7574,"Wang","Laoshan Experimental Station",3,45.34583333,127.5780556,NA,"None","",NA,38,"Larix gmelinii","Temperate","Forest","Unmanaged",NA,NA,NA,NA,NA,"IRGA",30,0.5,"Exclusion",537.6,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,18,NA,0.504,5,0.5639,0.1016,0,NA,NA,"",1.558,45.25,127.75,659.31,2.77,488.8,5.02,2007,106.073,0.933,-1.607,8,"",0.58,"Figure 2",-13.1,-8.7,-4.7,5.8,13.5,21.8,21.8,21.6,15,5.5,-5.4,-12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2175948620567,105.360632175324,158.536304500001,463.378556922585,1017.48468495528,2375.40345436224,2375.40345436224,2327.36696485933,1185.96471228667,449.393881825219,147.596111882876,68.6049554883586
5812,7582,"Wang","Huitong National Research Station of Forest Ecosystem",1,26.8,109.6,NA,"None","",NA,23,"Cunninghamia lanceolata; Pinus massoniana","Subtropical","Forest","Unmanaged",16.5,1200,NA,NA,NA,"IRGA",30,1,"Comparison",511,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,30,NA,0.903,5,0.2917,0.0881,0,NA,NA,"Negative",0.704,26.75,109.75,1356.87,16.7,1368.5,16.16,2012,163.21,0.394,0.071,15.36,"",1,"Figure 1",3.3,4,9.9,18.4,21.6,24.6,27.8,27.1,22.1,18.1,11.1,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.915408088893,188.231900491793,317.434526694401,673.956367339478,894.80672025578,1167.16727534923,1549.63907495669,1456.47485160683,935.326447376167,656.283361989988,353.033329361787,222.731858994379
5817,7588,"Wang","Saihanba Forestry Center",2,42.5,117.35,1400,"None","",NA,NA,"Leymus chinensis","Temperate","Grassland","Unmanaged",-1.4,450.1,NA,NA,NA,"IRGA",10,1,"Extraction",450.4,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",-15,20,NA,0.85,5,0.4494,0.1029,0,NA,NA,"",1.258,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,9,"",1,"Fig 6",-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9815224326436,47.9190826958495,165.833078495172,412.151722154895,517.491961257442,1067.61622090289,1683.09310786218,1272.90660934731,684.250633134108,335.117165760741,115.455701687104,50.9878417485939
5818,7588,"Wang","Saihanba Forestry Center",2,42.5,117.35,1400,"None","",NA,NA,"Rosa bella; Malus baccata","Temperate","Shrubland","Unmanaged",-1.4,450.1,NA,NA,NA,"IRGA",10,1,"Extraction",479.5,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",-10,20,NA,0.91,5,0.4613,0.1215,0,NA,NA,"",1.555,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,8,"",1,"Fig 6",-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0608928852949,37.8633646349845,163.99848865702,480.501760490557,628.64977949261,1478.32802050883,2530.45359515903,1819.52795723903,874.275708863993,376.349672874924,106.944591327397,40.7427403247353
5819,7588,"Wang","Saihanba Forestry Center",2,42.5,117.35,1400,"None","",NA,NA,"Pinus sylvestris","Temperate","Forest","Managed",-1.4,450.1,NA,NA,NA,"IRGA",10,1,"Extraction",464.8,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",-10,20,NA,0.95,5,0.4294,0.1159,0,NA,NA,"",1.368,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,8,"",1,"Fig 6",-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7973636847537,38.1208243906245,154.326582837706,430.306864589549,556.048480030602,1257.06699505686,2099.07130199172,1532.46137986013,761.640992907032,340.85149120164,102.640286821891,40.8814420614483
5820,7588,"Wang","Saihanba Forestry Center",2,42.5,117.35,1400,"None","",NA,NA,"Larix principis-rupprechtii","Temperate","Forest","Managed",-1.4,450.1,NA,NA,NA,"IRGA",10,1,"Extraction",513.7,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",-10,20,NA,0.89,5,0.4478,0.1263,0,NA,NA,"",1.583,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,8,"",1,"Fig 6",-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7476364922646,34.3485173836937,157.644594226733,481.923251293217,637.239340447633,1550.01433102028,2710.09872660057,1923.47531684027,897.844391330095,373.837358193427,101.079367561612,37.0677777396647
5821,7588,"Wang","Saihanba Forestry Center",2,42.5,117.35,1400,"None","",NA,NA,"Betula platyphylla","Temperate","Forest","Unmanaged",-1.4,450.1,NA,NA,NA,"IRGA",10,1,"Extraction",548.9,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",-10,15,NA,0.93,5,0.5316,0.1583,0,NA,NA,"",2.589,42.75,117.25,405.42,1.84,416.2,2.69,2008,80.127,0.739,0.135,6,"",1,"Fig 6",-19.2,-14,-2,6.8,9,16,20.4,17.7,11.7,4.8,-5.5,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3703098090293,26.013369550166,175.645622964584,712.678833708113,1011.48161384754,3081.75715859102,6207.64221511043,4039.26657376353,1554.46932042362,518.386568579769,100.627601550946,28.6199352386989
5822,7596,"Wangluk","Mae-Moh",1,18.67,99.78,325,"None","",NA,43,"Tectona grandis","Tropical","Forest","Unmanaged",25.3,1382.6,NA,NA,NA,"IRGA",14,1,"",326.8,NA,0.949,0.738,NA,"","Polynomial, R=a+b(T-d)+c(T-d)^2","Positive","mg CO2/m2/hr",21,28,NA,0.74,5,-798.76,71.714,-1.36,0,NA,"Mixed",NA,18.75,99.75,1114.4,22.97,1691.1,22.49,2011,189.697,0.371,3.04,25.31,"",1,"Figure 4",18.8,21.5,21.9,24.2,24.3,24.5,24.5,23.8,23.9,22.9,20.9,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.040446163724,328.70043068862,343.361590827784,403.303144449064,404.966738028052,408.058101038884,408.058101038884,395.862818334642,397.840780711612,374.526111586676,304.359652892116,191.075176445308
5823,7596,"Wangluk","Mae-Moh",1,18.67,99.78,325,"None","",NA,NA,"Tectona grandis; bamboo","Tropical","Forest","Natural",25.3,1382.6,NA,NA,NA,"IRGA",14,1,"",313.2,NA,0.936,0.67,NA,"","Polynomial, R=a+b(T-d)+c(T-d)^2","Positive","mg CO2/m2/hr",19,26,NA,0.87,5,-773.22,69.774,-1.3233,0,NA,"Mixed",NA,18.75,99.75,1114.4,22.97,1691.1,22.49,2011,189.697,0.371,3.04,24.65,"",1,"Figure 4",18.8,21.5,21.9,24.2,24.3,24.5,24.5,23.8,23.9,22.9,20.9,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.914071694181,330.995197080531,345.255679226214,403.548859009957,405.166183796889,408.171369563327,408.171369563327,396.314802062909,398.238018711781,375.566082087731,307.31848439662,197.110209963394
5828,7630,"Yamulki","Flanders Moss Forest",1,56.13,-4.3,NA,"None","",43,43,"Pinus contorta","Temperate","Natural","Managed",NA,NA,NA,NA,1672,"IRGA",21,1,"",502,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/day",-1,18,NA,0.66,15,1.429,0.107,0,NA,NA,"",0.329,56.25,-4.25,1652.71,8.07,1836.1,8.2,2009,184.151,0.463,0.996,10.5,"",1,"Figure 1",2.6,3.3,5.1,8.2,9.5,12.9,14.3,13.8,12.2,9.4,5.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.433598084315,243.065294847215,294.998464228535,411.768513216453,473.576030172114,682.714654925217,793.684407301129,752.12084586022,633.191263365779,468.508708860106,318.070994281722,196.011731164852
5832,7630,"Yamulki","Flanders Moss Forest",1,56.13,-4.3,NA,"None","",43,43,"Pinus contorta","Temperate","Forest","Natural",NA,NA,NA,NA,1311,"IRGA",21,1,"",494,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/day",-1,18,NA,0.66,15,1.429,0.107,0,NA,NA,"",0.329,56.25,-4.25,1652.71,8.07,1581.4,7.03,2010,184.151,0.463,-0.387,10.7,"",1,"Figure 1",0.3,0.7,4,7.2,9.2,14,13.7,12.9,11.6,8.4,3.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.019839007893,183.759498692462,262.076008461997,369.770865111753,458.53614893441,768.478487943918,744.073061030301,682.714654925217,593.611966187292,420.723938395272,243.065294847215,153.047077527421
5840,7704,"Zhou","Caijiachuan",1,36.27,110.73,NA,"None","",NA,NA,"Pinus tabulaeformis","Temperate","Forest","Managed",10,579.5,1724,NA,NA,"IRGA",30,0.6,"",212.7272727,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,75,0.34,10,0.18,0.09,0,NA,NA,"",1.31,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,"",1,"Figure 5",-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8661534815713,52.649828289043,150.400325720463,238.597773286423,396.034281601366,519.547778881377,645.564531873148,553.520604453804,345.769295692174,204.578748010871,105.678892161721,57.1169189832663
5841,7704,"Zhou","Caijiachuan",1,36.27,110.73,NA,"None","",NA,NA,"Robinia pseudoacacia","Temperate","Forest","Managed",10,579.5,1724,NA,NA,"IRGA",30,0.6,"",229.0909091,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,75,0.22,10,0.14,0.1,0,NA,NA,"",1.06,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,"",1,"Figure 5",-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4066327021525,38.9676670007723,125.08534333469,208.877979434882,366.784415230924,495.909897032556,631.242595749059,532.068505620227,315.438662993034,176.061303725884,84.5117223700524,42.6581459501392
5842,7704,"Zhou","Caijiachuan",1,36.27,110.73,NA,"None","",NA,NA,"Pinus tabulaeformis; Robinia pseudoacacia","Temperate","Forest","Managed",10,579.5,1724,NA,NA,"IRGA",30,0.6,"",320.4545455,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,75,0.24,10,0.45,0.06,0,NA,NA,"",2.09,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,"",1,"Figure 5",-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.123857454686,152.883971736738,307.796139482557,418.672955369496,586.929364204273,703.365364729374,812.937376604451,733.702240220113,536.152416094691,377.865865335454,243.270520941286,161.413739468985
5843,7704,"Zhou","Caijiachuan",1,36.27,110.73,NA,"None","",NA,NA,"Platycladus orientalis","Temperate","Forest","Managed",10,579.5,1724,NA,NA,"IRGA",30,0.6,"",176.6481818,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,75,0.11,10,0.34,0.04,0,NA,NA,"",1.51,36.25,110.75,525.04,9.37,451.9,9.47,2008,99.176,0.622,-0.737,11,"",1,"Figure 5",-7.6,-4.8,6.8,11.9,17.5,20.5,22.9,21.2,16,10.2,2.9,-3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.497099697417,127.024767009491,202.529931047935,248.63582688338,311.437564538148,351.372489097821,386.977009105234,361.404591655965,293.205838624718,232.205343913326,173.130437305682,131.706568637956
