Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual
1112,00:00.0,2349,Lavigne,,,BBL,Canada,,Lavigne-warm,1999,1,46.03,-66.38,50,None,,,42,Abies balsamea,Temperate,Forest,Natural,Evergreen,Mature,Sandy loam,Dry,,,,,,,,,6.3,,IRGA,14,1,Exclusion,1680,320,166,,,,,,1160,520,0.69,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,18,,0.75,5,5.4,0.11,10,,,,5.4,3,3,3,3,,,,,,,,,,,,,,,,,,,14.9,27.4,,5600,,,,,,,,-0.03,0.38,46.25,-66.25,1068.6,4.38,1122.5,6.46,1999,142.76,0.868,0.378,5.825
1113,00:00.0,2349,Lavigne,,,BBL,Canada,,Lavigne-warm,2000,1,46.03,-66.38,50,None,,,43,Abies balsamea,Temperate,Forest,Natural,Evergreen,Mature,Sandy loam,Dry,,,,,,,,,5.3,,IRGA,14,1,Exclusion,1350,190,166,,,,,,800,560,0.59,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,18,,0.78,5,5.08,0.102,10,,,,5.08,2.78,2.78,2.78,2.78,,,,,,,,,,,,,,,,,,,14.9,27.4,,5600,,,,,,,,-0.03,0.38,46.25,-66.25,1068.6,4.38,1084.1,4.73,2000,142.76,0.868,0.109,4.96
1124,00:00.0,2372,Lou,,,BBL,China,,Yingtan Ecological Experimental Station,1999.5,1,28.26,116.93,,None,,,1,Setaria italica; Hordeum vulgare,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red soil (clay),Dry,,,,,,17.6,1795,1318,,,IRGA,10,0.92,,450,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,3,33,37,0.87,5,0.405,0.107,0,,,Negative,0.31,2.9,2.9,2.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,0.07,28.25,116.75,1752.22,19.68,1717.4,19.52,2000,341.948,0.404,-0.102,18.115
663,00:00.0,2412,Pumpanen,,,BBL,Finland,,Hyytiälä-SMEAR II,1998,1,61.85,24.28,181,None,,,36,Pinus sylvestris,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,3,700,,,,IRGA,0.1,1,,850,,40,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,1,20,,0.77,3,0.101,0.184,0,,,Mixed,4.01,6.29,6.29,6.29,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,-0.28,61.75,24.25,590.34,3.33,560.7,2.99,1998,84.841,1.062,-0.349,4.997
664,00:00.0,2412,Pumpanen,,,BBL,Finland,,Hyytiälä-SMEAR II,1999,1,61.85,24.28,181,None,,,37,Pinus sylvestris,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,3,700,,,,IRGA,0.1,1,,907,,40,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,1,20,,0.85,3,0.189,0.119,0,,,Mixed,3.92,3.3,3.3,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,-0.28,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231,4.997
1,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-D1998,2001.5,1.5,56.63,-99.94,,None,,,3,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Evergreen,Aggrading,Gray luvisol (Boralf),Medium,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,255,,,,,,,,-7,262,-0.03,,,,,1.3,,,0,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,80,0.82,2,17.45,93.96,1,251,,,0.94,3.74,2.54,2,2.74,1.5,5,15,1.3,15,25,,,-136,111,106,5,5,,0,5,5,,0,0,200,80,120,70,50,,41800,70,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.37,-0.06,56.75,-99.75,505.3,-2.68,512.3,-3.14,2002,71.992,1.383,0.097,2.622
2,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-D1995,2001.5,1.5,56.46,-99.97,,None,,,6,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Deciduous,Aggrading,Gray luvisol (Boralf),Dry,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,85,,,,,,,,9,76,0.11,,,,,0.6,,,0.25,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,53,0.75,2,9.79,71.72,1,251,,,1.05,2.74,2.04,1.7,2.16,1.5,5,15,1.3,15,25,,,-134,188.5,183.5,20.3,20.3,,2,20.3,22.3,,0.1,0.5,160,90,70,40,30,,41800,70,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),-0.46,-0.03,56.25,-99.75,482.72,-3.07,483.5,-3.78,2002,78.408,1.308,0.01,2.302
3,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-D1989,2001.5,1.5,55.91,-98.98,,None,,,12,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Deciduous,Aggrading,Gray luvisol (Boralf),Medium,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,425,,,3.25,210,0.5,20,,140,285,0.33,,,,,1.98,,,0.4,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,82,0.84,2,7,55.54,1,251,,,1.24,2.18,1.73,1.51,1.81,1.5,5,15,1.3,15,25,,,-2,366.5,354.1,12.8,12.8,,17.5,12.8,30.3,,0,0,520,400,120,70,50,,41800,70,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.09,-0.02,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557
4,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-D1981,2001.5,1.5,55.86,-98.48,,None,,,20,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Mixed,Aggrading,Gray luvisol (Boralf),Dry,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,551,,,,,,,,166,385,0.3,,,,,2.75,,,0.3,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,67,0.8,2,19.04,80.34,1,251,,,1.56,3.09,2.22,1.81,2.36,1.5,5,15,1.3,15,25,,,43,403,363.4,39.7,22.6,,31.3,22.6,53.9,,0.9,4.1,1050,700,350,230,120,,41800,70,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.14,0.48,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602
5,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-D1964,2001.5,1.5,55.92,-98.39,,None,,,37,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Evergreen,Aggrading,Gray luvisol (Boralf),Medium,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,484,,,,,,,,106,378,0.22,,,,,2.2,,,0.24,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,96,0.91,2,24.75,85.6,1,251,,,1.73,3.33,2.34,1.88,2.5,1.5,5,15,1.3,15,25,,,97,432,377.2,54.9,36,,30.8,36,66.8,,1.8,11.6,2300,1500,800,600,200,,41800,70,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.08,0.39,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602
6,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-D1930,2001.5,1.5,55.91,-98.52,,None,,,71,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Gray luvisol (Boralf),Medium,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,540,,,,,,,,146,394,0.27,,,,,2.27,,,0.22,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,92,0.9,2,12.72,65.1,1,251,,,1.68,2.49,1.91,1.62,2.01,1.5,5,15,1.3,15,25,,,112,362,202.6,159.4,78.7,,59.6,78.7,138.3,,6.8,36.7,6720,5500,1220,970,250,,41800,70,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.09,-0.48,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557
7,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-D1850; NOBS,2001.5,1.5,55.88,-98.48,,None,,,151,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Gray luvisol (Boralf),Medium,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,375,,,,,,,,46,329,0.12,,,,,1.85,,,0.13,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,62,0.9,2,5.1,40.27,1,251,,,1.46,1.76,1.49,1.35,1.54,1.5,5,15,1.3,15,25,,,-19,211,147.1,74.5,74.5,,33.5,74.5,108,,5.3,42.2,8530,7100,1430,1230,200,,41800,70,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.12,0.48,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602
8,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1998,2001.5,1.5,56.63,-99.94,,None,,,3,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Evergreen,Aggrading,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,137,,,,,,,,3,134,0.02,,,,,0.66,,,0,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,80,0.82,2,17.45,93.96,1,251,,,0.94,3.74,2.54,2,2.74,1.5,5,15,1.3,15,25,,,-76,74,68,6,4.3,,0,4.3,4.3,,0,0,90,20,70,40,30,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.37,-0.06,56.75,-99.75,505.3,-2.68,512.3,-3.14,2002,71.992,1.383,0.097,2.622
9,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1995,2001.5,1.5,56.46,-99.98,,None,,,6,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Deciduous,Aggrading,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,513,,,,,,,,15,498,0.03,,,,,2.36,,,0.09,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,53,0.75,2,9.79,71.72,1,251,,,1.05,2.74,2.04,1.7,2.16,1.5,5,15,1.3,15,25,,,131,490,456.4,34.6,34.6,,1,34.6,35.6,,0,0,550,100,450,300,150,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),-0.46,-0.02,56.25,-99.75,482.72,-3.07,483.5,-3.78,2002,78.408,1.308,0.01,2.302
10,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1989,2001.5,1.5,55.9,-98.98,,None,,,12,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Deciduous,Aggrading,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,337,,,,,,,,98,239,0.29,,,,,1.65,,,0.27,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,82,0.84,2,7,55.54,1,251,,,1.24,2.18,1.73,1.51,1.81,1.5,5,15,1.3,15,25,,,-30,261,223.3,37.7,30.6,,5.2,30.6,35.8,,0,0,740,350,390,260,130,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.1,-0.02,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557
11,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1981,2001.5,1.5,55.86,-98.48,,None,,,20,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Mixed,Aggrading,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,570,,,,,,,,216,354,0.38,,,,,3.2,,,0.37,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,67,0.8,2,19.04,80.34,1,251,,,1.56,3.09,2.22,1.81,2.36,1.5,5,15,1.3,15,25,,,310,584,556.1,27.9,27.4,,6.1,27.4,33.5,,0.1,0.2,750,360,390,260,130,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.14,0.48,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602
12,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1964,2001.5,1.5,55.92,-98.39,,None,,,37,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Evergreen,Aggrading,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,397,,,,,,,,67,330,0.17,,,,,2.08,,,0.15,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,96,0.91,2,24.75,85.6,1,251,,,1.73,3.33,2.34,1.88,2.5,1.5,5,15,1.3,15,25,,,174,429,379.6,49.4,20.3,,5.2,20.3,25.5,,0.3,2.2,2150,1800,350,200,150,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.08,0.39,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602
13,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1930,2001.5,1.5,55.91,-98.51,,None,,,71,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,338,,,,,,,,48,290,0.14,,,,,1.6,,,0.18,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,92,0.9,2,12.72,65.1,1,251,,,1.68,2.49,1.91,1.62,2.01,1.5,5,15,1.3,15,25,,,94,326,233.1,93,42,,19.8,42,61.8,,3,20.3,3880,3400,480,340,140,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.09,-0.49,55.75,-98.75,496.74,-3.16,515.1,-3.27,2002,58.467,1.224,0.314,2.557
14,00:00.0,2534,Bond-Lamberty,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1850; NOBS,2001.5,1.5,55.88,-98.48,,None,,,151,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,0.35,Exclusion,375,,,,,,,,23,352,0.06,,,,,1.67,,,0.21,Growing,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,umol CO2/m2/s,2,22,62,0.9,2,5.1,40.27,1,251,,,1.46,1.76,1.49,1.35,1.54,1.5,5,15,1.3,15,25,,,11,262,216.4,45.6,16.8,,13.4,16.8,30.2,,1.1,16.6,3450,3100,350,250,100,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.12,0.48,55.75,-98.25,507.6,-3.16,514,-3.18,2002,66.442,1.236,0.096,2.602
1165,00:00.0,2656,King,,,BBL,USA,North Carolina,FACTS-I,1997,1,35.97,-79.08,163,None,,,14,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Acidic Hapludalf (clay loam),Dry,,,,,,15.5,1140,,,,IRGA,21,1,,1457,,329,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.5,6.5,6.4,2.7,20,,,,2.37,,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,35.75,-79.25,1140.16,14.5,1037.5,14.45,1997,158.652,0.636,-0.647,14.732
1166,00:00.0,2656,King,,,BBL,USA,North Carolina,FACTS-I,1998,1,35.97,-79.08,163,None,,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Acidic Hapludalf (clay loam),Dry,,,,,,15.5,1140,,,,IRGA,21,1,,1503,,329,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.45,6.5,5.4,2.1,20,,,,2.57,,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,35.75,-79.25,1140.16,14.5,1258.6,15.76,1998,158.652,0.636,0.747,15.387
1167,00:00.0,2656,King,,,BBL,USA,North Carolina,FACTS-I,1999,1,35.97,-79.08,163,None,,,16,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Acidic Hapludalf (clay loam),Dry,,,,,,15.5,1140,,,,IRGA,21,1,,1591,,329,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.46,6.5,6.2,2.6,20,,,,2.38,,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,35.75,-79.25,1140.16,14.5,1348.4,15.16,1999,158.652,0.636,1.313,15.087
1168,00:00.0,2656,King,,,BBL,USA,North Carolina,FACTS-I,2000,1,35.97,-79.08,163,None,,,17,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Acidic Hapludalf (clay loam),Dry,,,,,,15.5,1140,,,,IRGA,21,1,,2000,,329,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.53,6.5,7.2,3.4,20,,,,2.12,,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,35.75,-79.25,1140.16,14.5,1026.9,14.35,2000,158.652,0.636,-0.714,14.682
1169,00:00.0,2656,King,,,BBL,USA,North Carolina,FACTS-I,2001,1,35.97,-79.08,163,None,,,18,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Acidic Hapludalf (clay loam),Dry,,,,,,15.5,1140,,,,IRGA,21,1,,2194,,329,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,5,25,,0.64,6.5,8.2,3.2,20,,,,2.56,,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,35.75,-79.25,1140.16,14.5,917.9,15.01,2001,158.652,0.636,-1.401,15.012
1170,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,1997,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,600,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.52,6.5,2.4,2.2,20,,,,1.09,,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1344.1,14.64,1997,209.974,0.633,0.116,17.62
1171,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,1998,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,784,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.36,6.5,2.6,1.9,20,,,,1.37,,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1420.4,16.28,1998,209.974,0.633,0.479,18.44
1172,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,1999,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,898,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.35,6.5,3.1,2,20,,,,1.55,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1282.1,15.53,1999,209.974,0.633,-0.179,18.065
1173,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,2000,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,996,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.47,6.5,3.5,2.1,20,,,,1.67,,2.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1213.9,14.91,2000,209.974,0.633,-0.504,17.755
1174,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,2001,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,698,,157,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.42,6.5,2.6,2.2,20,,,,1.18,,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1085.8,15.17,2001,209.974,0.633,-1.114,17.885
1183,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,,1,Populus X euroamericana,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,808,,59,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.39,6.5,2.69,2,20,,,,1.35,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098,16.395
1184,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,,2,Populus X euroamericana,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,724,,59,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.24,6.5,2.7,2,20,,,,1.35,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157,16.275
1185,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,,1,Populus alba,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,747,,3,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.3,6.5,2.6,2.2,20,,,,1.18,2.2,2.2,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098,16.395
1186,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,,2,Populus alba,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,751,,3,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.2,6.5,3.04,2.4,20,,,,1.27,2.4,2.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157,16.275
1187,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,,1,Pinus nigra,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,707,,33,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.33,6.5,2.48,2.3,20,,,,1.08,2.3,2.3,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098,16.395
1188,00:00.0,2656,King,,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,,2,Pinus nigra,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Heavy clay loam,Dry,,,,,,14.1,818,,,,IRGA,21,1,,753,,33,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.26,6.5,3.19,2.5,20,,,,1.28,2.5,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157,16.275
