"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","mtr_out","Rs_TAIR_units","Rs_TAIR","Rs_annual_bahn","Rs_annual_bahn_err","labl","higherr","TAIR_LTM_dev","TAIR_dev"
2208,"00:00.0",4155,"Yang",NA,"","BBL","China","","Xinkou Experimental Forestry Centre-Xiaohu",2002,1,26.19,117.43,NA,"None","",NA,NA,"Castanopsis kawakamii","Subtropical","Forest","Managed","Evergreen","Mature","","Dry",1.1,NA,NA,NA,NA,19.1,1749,1585,NA,NA,"Soda lime",5,1,"Exclusion",1045,339,497,NA,NA,NA,NA,299,447,598,0.43,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",NA,NA,NA,0.96,NA,18.716,0.04,0.705,NA,NA,"",NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,1388,570,NA,288,NA,441,NA,NA,NA,NA,40.2,NA,19049,NA,NA,160,370,NA,NA,"",-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,FALSE,NA,NA,NA,NA,NA,FALSE,1.76,NA
2209,"00:00.0",4155,"Yang",NA,"","BBL","China","","Xinkou Experimental Forestry Centre-Xiaohu",2002,1,26.19,117.43,NA,"None","",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Mature","","Dry",1.2,NA,NA,NA,NA,19.1,1749,1585,NA,NA,"Soda lime",5,1,"Exclusion",509,197,497,NA,NA,NA,NA,149,211,298,0.41,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",NA,NA,NA,0.93,NA,2.843,0.056,0.967,NA,NA,"",NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,708,298,NA,150,NA,211,NA,NA,NA,NA,34.8,NA,12094,NA,NA,75,160,NA,NA,"",-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,FALSE,NA,NA,NA,NA,NA,FALSE,1.76,NA
2210,"00:00.0",4155,"Yang",NA,"","BBL","China","","Xinkou Experimental Forestry Centre-Xiaohu",2003,1,26.19,117.43,NA,"None","",NA,NA,"Castanopsis kawakamii","Subtropical","Forest","Natural","Evergreen","Mature","","Dry",0.93,NA,NA,NA,NA,19.1,1749,1585,NA,NA,"Soda lime",5,1,"Exclusion",1246,346,424,NA,NA,NA,NA,335,578,669,0.46,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",NA,NA,NA,0.86,NA,79.04,0.013,0.528,NA,NA,"",NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,1097,206,NA,382,NA,473,NA,NA,NA,NA,35.7,NA,26174,NA,NA,247,385,NA,NA,"",-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,FALSE,NA,NA,NA,NA,NA,FALSE,1.76,NA
2211,"00:00.0",4155,"Yang",NA,"","BBL","China","","Xinkou Experimental Forestry Centre-Xiaohu",2003,1,26.19,117.43,NA,"None","",NA,NA,"Castanopsis kawakamii","Subtropical","Forest","Managed","Evergreen","Mature","","Dry",1.1,NA,NA,NA,NA,19.1,1749,1585,NA,NA,"Soda lime",5,1,"Exclusion",843,318,424,NA,NA,NA,NA,244,356,487,0.42,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",NA,NA,NA,0.88,NA,25.535,0.03,0.669,NA,NA,"",NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,1214,449,NA,218,NA,479,NA,NA,NA,NA,40.2,NA,19049,NA,NA,160,370,NA,NA,"",-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,FALSE,NA,NA,NA,NA,NA,FALSE,1.76,NA
2212,"00:00.0",4155,"Yang",NA,"","BBL","China","","Xinkou Experimental Forestry Centre-Xiaohu",2003,1,26.19,117.43,NA,"None","",NA,NA,"Cunninghamia lanceolata","Subtropical","Forest","Managed","Evergreen","Mature","","Dry",1.2,NA,NA,NA,NA,19.1,1749,1585,NA,NA,"Soda lime",5,1,"Exclusion",399,128,424,NA,NA,NA,NA,123,155,245,0.39,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","Positive","mg CO2/m2/hr",NA,NA,NA,0.94,NA,1.717,0.044,1.917,NA,NA,"",NA,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,589,201,NA,102,NA,253,NA,NA,NA,NA,34.8,NA,12094,NA,NA,75,160,NA,NA,"",-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,FALSE,NA,NA,NA,NA,NA,FALSE,1.76,NA
2200,"00:00.0",4166,"Zha",NA,"","BBL","Finland","","Huhus",2001,1,62.87,30.82,145,"None","",NA,50,"Pinus sylvestris","Boreal","Forest","Natural","Evergreen","Mature","Sandy podzol","Dry",1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,"IRGA",7,1,"Equation",438,71,76,NA,NA,NA,NA,NA,159,279,0.36,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",0,15,NA,0.84,10,4.68,5.71,15,NA,NA,"",1.96,5.71,5.71,NA,NA,NA,NA,NA,NA,NA,NA,923,731,192,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,"",0.13,0.18,62.75,30.75,674.06,1.96,653.8,2.07,2001,FALSE,0.491943656836266,0.491943656836266,223.370609336237,0.49,NA,FALSE,NA,NA
2201,"00:00.0",4166,"Zha",NA,"","BBL","Finland","","Huhus",2002,1,62.87,30.82,145,"None","",NA,50,"Pinus sylvestris","Boreal","Forest","Natural","Evergreen","Mature","Sandy podzol","Dry",1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,"IRGA",7,1,"Equation",512,77,76,NA,NA,NA,NA,NA,178,334,0.35,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",0,15,NA,0.71,10,3.15,2.39,15,NA,NA,"",2.04,2.39,2.39,NA,NA,NA,NA,NA,NA,NA,NA,1057,782,275,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,"",0.13,0.18,62.75,30.75,674.06,1.96,607.8,2.07,2002,FALSE,1.02103838163287,1.02103838163287,465.441620405662,0.09,NA,FALSE,NA,NA
2202,"00:00.0",4166,"Zha",NA,"","BBL","Finland","","Huhus",2003,1,62.87,30.82,145,"None","",NA,50,"Pinus sylvestris","Boreal","Forest","Natural","Evergreen","Mature","Sandy podzol","Dry",1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,"IRGA",7,1,"Equation",598,65,76,NA,NA,NA,NA,NA,226,372,0.38,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",0,15,NA,0.74,10,4.01,2.8,15,NA,NA,"",2.4,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,1061.5,909,152.5,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,"",0.13,0.18,62.75,30.75,674.06,1.96,671.8,2.55,2003,FALSE,1.11283973356812,1.11283973356812,507.525281328561,0.15,NA,FALSE,NA,NA
2203,"00:00.0",4166,"Zha",NA,"","BBL","Finland","","Huhus",2004,1,62.87,30.82,145,"None","",NA,50,"Pinus sylvestris","Boreal","Forest","Natural","Evergreen","Mature","Sandy podzol","Dry",1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,"IRGA",7,1,"Equation",439,68,76,NA,NA,NA,NA,NA,138,301,0.31,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",0,15,NA,0.72,10,4.27,4.11,15,NA,NA,"",2.11,4.11,4.11,NA,NA,NA,NA,NA,NA,NA,NA,935,751,184,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,"",0.13,0.18,62.75,30.75,674.06,1.96,671.5,2.37,2004,FALSE,0.716383631185133,0.716383631185133,325.940075170429,0.26,NA,FALSE,NA,NA
104,"00:00.0",4182,"Tate",NA,"","BBL","New Zealand","","Maruia",1991,1.5,-42.22,172.25,400,"None","",NA,NA,"Nothofagus","Temperate","Forest","Natural","Deciduous","Mature","Typic Haplorthod","Dry",0.6,NA,NA,NA,NA,9.8,2000,NA,9.8,1520,"Alkali absorption",60,1,"Extraction",650,NA,NA,NA,NA,NA,NA,NA,150,501,0.23,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g C/m2/hr",6,16,10,0.87,10,0.032,0.078,0,NA,NA,"",1.62,NA,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,NA,288,512,800,NA,NA,NA,NA,NA,NA,NA,NA,295,16100,NA,"",0.22,-0.25,-42.25,172.25,1489.2,9.12,1521.4,8.67,1991,FALSE,0.068726571672706,1.59089286292139,726.949287781999,0.12,NA,FALSE,0.680000000000001,0.680000000000001
2108,"00:00.0",4212,"Bahn",NA,"","BBL","Spain","","Alinya",2003.5,2,42.2,1.45,1765,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Sandy clay (Lythic cryrendoll)","Dry",NA,NA,NA,NA,NA,6.5,700,NA,NA,NA,"IRGA",0.1,1,"",494,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Other","","umol CO2/m2/s",NA,NA,NA,0.47,NA,1.99,236.9,-11.187,0.859,NA,"",1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,NA,NA,"",-0.2,-0.45,42.25,1.25,712.31,10.92,790.1,11.2,2004,FALSE,NA,NA,NA,NA,NA,FALSE,4.42,NA
2115,"00:00.0",4212,"Bahn",NA,"","BBL","Austria","","Stubai 3",2003,3,47.28,11.53,1960,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Loam (Dystric cambisol)","Dry",NA,NA,NA,NA,NA,3,1097,NA,NA,NA,"IRGA",0.1,1,"",729,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,0.48,NA,5.33,8.95,0.18,NA,NA,"",2.2,4.01,2.9,1.99,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,79,NA,NA,NA,NA,NA,NA,NA,"",-0.28,0.47,47.25,11.75,1025.76,3.2,873.4,3.27,2003,FALSE,0.893069611393496,0.893069611393496,406.812616584241,0.44,NA,FALSE,0.2,NA
2116,"00:00.0",4212,"Bahn",NA,"","BBL","Austria","","Berchtesgaden 1",2003,1,47.62,12.58,620,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Cambisol","Dry",NA,NA,NA,NA,NA,8.3,1665,NA,NA,NA,"IRGA",0.1,1,"",1378,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))","","umol CO2/m2/s",NA,NA,NA,0.8,NA,3.83,310.2,56.02,-46.02,NA,"",3.83,3.33,2.71,2.31,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,350,NA,NA,NA,NA,2900,NA,NA,"",0.38,0.42,47.75,12.75,1378.68,5.98,1174.4,6.42,2003,FALSE,2.62437060996071,2.62437060996071,1202.43669777398,0.13,NA,FALSE,2.32,NA
2117,"00:00.0",4212,"Bahn",NA,"","BBL","Austria","","Berchtesgaden 2",2003,1,47.62,12.58,620,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Cambisol","Dry",NA,NA,NA,NA,NA,8.3,1665,NA,NA,NA,"IRGA",0.1,1,"",907,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))","","umol CO2/m2/s",NA,NA,NA,0.77,NA,2.86,260.2,56.02,-46.02,NA,"",2.86,2.74,2.31,2.02,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,104,NA,NA,NA,NA,3100,NA,NA,"",0.38,0.42,47.75,12.75,1378.68,5.98,1174.4,6.42,2003,FALSE,2.08283547652522,2.08283547652522,953.125357628103,0.05,NA,FALSE,2.32,NA
2124,"00:00.0",4212,"Bahn",NA,"","BBL","United Kingdom","","Auchencorth Moss",2003.5,2,55.79,-3.4,270,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural","Deciduous","Mature","Organic","Wet",NA,NA,NA,NA,NA,8,970,NA,NA,NA,"IRGA",0.1,1,"",529,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))","","umol CO2/m2/s",NA,NA,NA,0.65,NA,2.09,541.3,56.02,-46.02,NA,"",2.09,8.16,5.69,4.32,5.94,NA,NA,NA,NA,NA,NA,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.21,0.4,55.75,-3.25,852.64,7.39,950.7,8.15,2004,FALSE,1.50255759524246,1.50255759524246,686.373230480292,0.3,NA,FALSE,0.61,NA
2126,"00:00.0",4212,"Bahn",NA,"","BBL","Finland","","Varriö",2002.5,2,67.72,29.6,480,"None","",NA,NA,"Grasses (mix)","Boreal","Grassland","Natural","Deciduous","Mature","Sand","Dry",NA,NA,NA,NA,NA,-1,500,NA,NA,NA,"IRGA",0.1,1,"",58,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,0.45,NA,1.71,17.15,0.11,NA,NA,"",0.25,2.71,2.54,2.31,2.5,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,2500,NA,NA,"",0.28,0.4,67.75,29.75,489.67,-1.74,451.3,-0.86,2003,FALSE,0.0861391212081336,0.0861391212081336,38.7458185214923,0.33,NA,FALSE,0.74,NA
1902,"00:00.0",4303,"Gaumont-Guay",NA,"","BBL","Canada","Saskatchewan","",2004,1,54,-105.1,NA,"None","",NA,125,"Picea mariana","Boreal","Forest","Natural","Evergreen","Mature","Typic cryaquept","Wet",NA,NA,NA,NA,NA,0.4,457,NA,NA,NA,"IRGA",0.1,1,"Exclusion",611,NA,NA,NA,NA,NA,NA,NA,342,269,0.56,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",-12,13,214,0.9,2,3.7,3.5,10,NA,NA,"Positive",3.7,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,NA,NA,NA,NA,"",0,0.1,54.25,-105.25,482.6,-0.11,711.2,-0.6,2004,FALSE,0.980594825201231,0.980594825201231,446.9078279295,0.27,NA,FALSE,0.51,NA
3257,"00:00.0",4375,"Kim",NA,"","BBL","South Korea","","Sambong Exhibition Forests",2003,2,35.45,127.63,NA,"None","",NA,20,"Larix leptolepis","Temperate","Forest","Managed","Deciduous","Aggrading","Silt loam","Dry",NA,NA,NA,NA,NA,12.8,1322,NA,NA,NA,"IRGA",30,1,"",956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",2,18,NA,0.86,20,0.05,0.17,0,NA,NA,"",1.73,5.47,5.47,5.47,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,4225,NA,NA,NA,NA,17712,50,"",-0.45,0.37,35.25,127.75,1411.75,9.34,2077.3,9.44,2003,FALSE,0.248843206518485,1.57097983909917,717.801321877036,0.25,NA,FALSE,3.46,NA
1877,"00:00.0",4383,"Knohl",NA,"","BBL","Germany","","National Park Hainich",2000,1,51.08,10.45,440,"None","",NA,125,"Fagus sylvatica","Temperate","Forest","Natural","Deciduous","Mature","Cambisols","Dry",NA,NA,4,56,40,8.4,899,NA,NA,NA,"IRGA",30,1,"",892,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,17,12,0.96,5,0.85,0.109,0,NA,NA,"",2.53,2.97,2.97,2.97,2.97,NA,NA,NA,NA,NA,NA,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.08,-0.45,51.25,10.25,783.33,6.88,769.2,8.12,2000,FALSE,2.05970150229203,2.05970150229203,942.482184818818,0.06,NA,FALSE,1.52,NA
1878,"00:00.0",4383,"Knohl",NA,"","BBL","Germany","","National Park Hainich",2001,1,51.08,10.45,440,"None","",NA,125,"Fagus sylvatica","Temperate","Forest","Natural","Deciduous","Mature","Cambisols","Dry",NA,NA,4,56,40,8.4,899,NA,NA,NA,"IRGA",30,1,"",870,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,17,15,0.67,5,1.13,0.085,0,NA,NA,"",2.64,2.34,2.34,2.34,2.34,NA,NA,NA,NA,NA,NA,NA,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.08,-0.45,51.25,10.25,783.33,6.88,852.4,7.18,2001,FALSE,2.08031148046273,2.08031148046273,951.96411975921,0.09,NA,FALSE,1.52,NA
1879,"00:00.0",4383,"Knohl",NA,"","BBL","Germany","","National Park Hainich",2002,1,51.08,10.45,440,"None","",NA,125,"Fagus sylvatica","Temperate","Forest","Natural","Deciduous","Mature","Cambisols","Dry",NA,NA,4,56,40,8.4,899,NA,NA,NA,"IRGA",30,1,"",876,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,17,9,0.88,5,0.83,0.115,0,NA,NA,"",2.62,3.16,3.16,3.16,3.16,NA,NA,NA,NA,NA,NA,NA,1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.08,-0.45,51.25,10.25,783.33,6.88,930.4,7.71,2002,FALSE,2.01439806114206,2.01439806114206,921.641453538323,0.05,NA,FALSE,1.52,NA
3168,"00:00.0",4392,"Kotroczo",NA,"Q01","BBL","Hungary","","Síkfőkút DIRT Project",2002,1,48.5,20.77,330,"None","",NA,NA,"Quercus petraea; Quercus cerris","Temperate","Forest","Unmanaged","Deciduous","Mature","Brown forest soil","Dry",NA,NA,NA,NA,NA,NA,550,NA,NA,NA,"Soda lime",30,1,"",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",-2,20,NA,NA,NA,30.223,0.1,0,NA,NA,"",0.52,2.72,2.72,2.72,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs estimated from figure; unclear if this is annual or seasonal",0.5,0.23,48.75,20.75,665.58,6.31,697.6,7.13,2002,FALSE,61.6580146702787,0.389255123813391,176.52081511923,0.1,NA,FALSE,NA,NA
3174,"00:00.0",4392,"Kotroczo",NA,"Q01","BBL","Hungary","","Síkfőkút DIRT Project",2003,1,48.5,20.77,330,"None","",NA,NA,"Quercus petraea; Quercus cerris","Temperate","Forest","Unmanaged","Deciduous","Mature","Brown forest soil","Dry",NA,NA,NA,NA,NA,NA,550,NA,NA,NA,"Soda lime",30,1,"",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",-2,20,NA,NA,NA,30.223,0.1,0,NA,NA,"",0.52,2.72,2.72,2.72,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs estimated from figure; unclear if this is annual or seasonal",0.5,0.23,48.75,20.75,665.58,6.31,478.1,6.53,2003,FALSE,58.0673314276857,0.366586670123397,166.18718974542,0.2,NA,FALSE,NA,NA
3180,"00:00.0",4392,"Kotroczo",NA,"Q01","BBL","Hungary","","Síkfőkút DIRT Project",2004,1,48.5,20.77,330,"None","",NA,NA,"Quercus petraea; Quercus cerris","Temperate","Forest","Unmanaged","Deciduous","Mature","Brown forest soil","Dry",NA,NA,NA,NA,NA,NA,550,NA,NA,NA,"Soda lime",30,1,"",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",-2,20,NA,NA,NA,30.223,0.1,0,NA,NA,"",0.52,2.72,2.72,2.72,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs estimated from figure; unclear if this is annual or seasonal",0.5,0.23,48.75,20.75,665.58,6.31,725.4,6.33,2004,FALSE,56.9175212278812,0.359327767706895,162.878871041023,0.17,NA,FALSE,NA,NA
3186,"00:00.0",4392,"Kotroczo",NA,"Q01","BBL","Hungary","","Síkfőkút DIRT Project",2005,1,48.5,20.77,330,"None","",NA,NA,"Quercus petraea; Quercus cerris","Temperate","Forest","Unmanaged","Deciduous","Mature","Brown forest soil","Dry",NA,NA,NA,NA,NA,NA,550,NA,NA,NA,"Soda lime",30,1,"",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",-2,20,NA,NA,NA,30.223,0.1,0,NA,NA,"",0.52,2.72,2.72,2.72,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rs estimated from figure; unclear if this is annual or seasonal",0.5,0.23,48.75,20.75,665.58,6.31,725.4,6.32,2005,FALSE,56.8606321559301,0.358968619543199,162.715194917853,0.29,NA,FALSE,NA,NA
1836,"00:00.0",4459,"Mo",NA,"","BBL","China","Guangdong","Dinghushan Biosphere Reserve",2005.8,1,23.17,112.17,275,"None","",NA,400,"Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum","Tropical","Forest","Natural","Evergreen","Mature","Oxisol (lateritic red earth)","Dry",0.98,13,NA,NA,NA,21,1927,NA,NA,NA,"Gas chromatography",10,1,"",604,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",15,25,158.5,0.61,5,8.9,0.094,0,NA,NA,"Positive",NA,NA,NA,NA,NA,2.6,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,26,NA,NA,NA,NA,NA,445,NA,NA,"",-0.17,-0.17,23.25,112.25,1653.52,20.99,1838,21.53,2006,FALSE,67.3478700146157,1.55897846258309,712.288237958999,0.18,NA,FALSE,0.0100000000000016,NA
1407,"00:00.0",4472,"Nishimura",NA,"","BBL","Japan","","National Institute for Agro-Environmental Sciences",2003,2.5,36.02,140.12,NA,"None","",10,NA,"Oryza sativa","Temperate","Agriculture","Managed","Deciduous","Aggrading","Gray lowland soils","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",0.17,1,"",416,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/day",2,20,NA,0.88,NA,0.516,0.172,0,NA,NA,"",0.76,5.6,5.6,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.02,-0.12,36.25,140.25,1336.39,13.61,1469,13.31,2003,FALSE,5.09200410315697,1.3394371060197,611.479676718523,0.47,NA,FALSE,NA,NA
