Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI
1012,00:00.0,3907,Kellman,,,BBL,Canada,Nova Scotia,Crystal Cliffs,2003,1,45.6,-62,10,None,,,60,Populus tremuloides,Temperate,Forest,Natural,Deciduous,Mature,Podzols,Dry,,,20,39,41,5.5,1290,,,,IRGA,7,1,,245,44,69,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,1,18,10,0.68,5,0.342,0.082,0,,,Positive,0.78,2.27,2.27,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,45.75,-61.75,1500.6,5.44,1542.5,5.2,2003,,,
1013,00:00.0,3907,Kellman,,,BBL,Canada,Nova Scotia,Crystal Cliffs,2003,1,45.6,-62,10,None,,,,Grasses (mix),Temperate,Grassland,Managed,Deciduous,Mature,Podzols,Dry,,,20,39,41,5.5,1290,,,,IRGA,7,1,,366,66,107,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,1,18,10,0.7,5,0.424,0.092,0,,,Positive,1.07,2.52,2.52,2.52,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,45.75,-61.75,1500.6,5.44,1542.5,5.2,2003,,,
1014,00:00.0,3907,Kellman,,,BBL,Canada,Nova Scotia,Pomquet,2003,1,45.6,-62,10,None,,,50,Picea rubens,Temperate,Forest,Natural,Evergreen,Mature,Podzols,Dry,,,20,39,41,5.5,1290,,,,IRGA,7,1,,305,50,61,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,1,18,10,0.58,5,0.283,0.077,0,,,Positive,0.61,2.17,2.17,2.17,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,45.75,-61.75,1500.6,5.44,1542.5,5.2,2003,,,
1015,00:00.0,3907,Kellman,,,BBL,Canada,Nova Scotia,Pomquet,2003,1,45.6,-62,10,None,,,,Grasses (mix),Temperate,Grassland,Managed,Deciduous,Mature,Podzols,Dry,,,20,39,41,5.5,1290,,,,IRGA,7,1,,440,74,66,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,1,18,10,0.87,5,0.421,0.089,0,,,Positive,1.02,2.42,2.42,2.42,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,45.75,-61.75,1500.6,5.44,1542.5,5.2,2003,,,
1429,00:00.0,3927,Lalonde,,Q01,BBL,Canada,British Columbia,British Columbia Fluxnet Canada,2004.5,1.3,49.85,-125.32,320,None,,,55,Pseudotsuga mensiesii,Temperate,Forest,Natural,Evergreen,Mature,Humoferric podzol,Dry,,,,,,8.6,1452,,,,IRGA,21,1,Exclusion,1200,,,,,,,,420,780,0.35,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,22,,0.85,2,1.4,0.053,0,,,None,2.38,1.7,1.7,1.7,1.7,,,,,,,,,,,,,,,,,,,,73,,19000,1837,1139,698,3.00E+03,12000,,Model parameters estimated from reported Q10 and Fig 9,0.15,0.32,49.75,-125.25,1480.27,4.67,1407.7,5.68,2005,262.235,0.706,-0.277
1026,00:00.0,3976,Martin,,,BBL,Australia,,Wallaby Creek,2005,1,-37.44,145.23,,None,,,277,Eucalyptus regnans,Temperate,Forest,Natural,Deciduous,Mature,Krasnozem red/brown,Dry,,,,,,12.6,1207,,,,IRGA,30,0.5,,1470,,,,,,,,,,,,,,,0,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,35,,0.23,,2.461,0.035,0,,,Negative,3.5,,,1.42,,1.42,10,35,,,,,,,,,,,,552,,,,1.7,,,31250,,760,650,,,,,0.44,-0.23,-37.25,145.25,752.47,13.09,713.6,13.28,2005,162.391,0.455,-0.239
1027,00:00.0,3976,Martin,,,BBL,Australia,,Wallaby Creek,2005,1,-37.44,145.23,,None,,,81,Eucalyptus regnans,Temperate,Forest,Natural,Deciduous,Mature,Krasnozem red/brown,Dry,,,,,,12.6,1207,,,,IRGA,30,0.5,,1020,,,,,,,,,,,,,,,0,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,35,,0.57,,1.653,0.037,0,,,Negative,2.4,,,1.45,,1.45,10,35,,,,,,,,,,,,586,,,,2.1,,,20625,,310,390,,,,,0.44,-0.23,-37.25,145.25,752.47,13.09,713.6,13.28,2005,162.391,0.455,-0.239
1028,00:00.0,3976,Martin,,,BBL,Australia,,Wallaby Creek,2005,1,-37.44,145.23,,None,,,24,Eucalyptus regnans,Temperate,Forest,Natural,Deciduous,Mature,Krasnozem red/brown,Dry,,,,,,12.6,1207,,,,IRGA,30,0.5,,861,,,,,,,,,,,,,,,0,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,35,,0.23,,1.281,0.044,0,,,Negative,1.99,,,1.55,,1.55,10,35,,,,,,,,,,,,840,,,,2.6,,,3165,,350,740,,,,,0.44,-0.23,-37.25,145.25,752.47,13.09,713.6,13.28,2005,162.391,0.455,-0.239
1038,00:00.0,4013,Ohashi,,Q11,BBL,Japan,,Fukuoka Prefecture Forest Research Center,1997.5,1,33,131,,None,,35,,Cryptomeria japonica,Temperate,Forest,Managed,Evergreen,Mature,Brown forest soil,Dry,,,,,,15.3,2663,,,,IRGA,90,1,,468,98,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mol C/m2/yr,0,24,,0.77,0,44,0.081,0,,,Positive,3.14,2.4,2.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,??Model_paramA?? is very high,0,0,33.25,131.25,1816.24,12.74,1962,13.88,1998,313.533,0.505,0.465
1039,00:00.0,4016,Ohkubo,,,BBL,Japan,,Kiryu Experimental Watershed,2003,1,34.97,136,223,None,,,,Chamaecyparis obtusa,Temperate,Forest,Unmanaged,Evergreen,Mature,,Dry,,,,,,,,,12.9,1971,IRGA,0.1,1,,714,,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,26,,,2,4.38,2.32,25,,,Positive,1.24,2.3,2.3,2.3,2.3,,,,,,,,,506,,,,,,,,,,2.5,,,,,,,,,,,0.03,0,34.75,136.25,1532.9,13.39,1804.4,13.46,2003,210.132,0.554,1.292
1040,00:00.0,4016,Ohkubo,,,BBL,Japan,,Kiryu Experimental Watershed,2004,1,34.97,136,223,None,,,,Chamaecyparis obtusa,Temperate,Forest,Unmanaged,Evergreen,Mature,,Dry,,,,,,,,,13.9,1797,IRGA,0.1,1,,714,,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,26,,,2,4.38,2.32,25,,,Positive,1.24,2.3,2.3,2.3,2.3,,,,,,,,,682,,,,,,,,,,,,,,,,,,,,,0.03,0,34.75,136.25,1532.9,13.39,1609.1,14.43,2004,210.132,0.554,0.363
3087,00:00.0,4045,Ren,,Q02,BBL,China,,Taoyuan Station of Agricultural Ecosystem Research,2003,1,28.92,111.45,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red clay,Wet,,,,,,16.5,1448,,16.8,,IRGA,0.1,1,,425,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,20,,0.57,5,48.974,0.08,0,,,,0.69,,2.23,2.23,,,,,,,,1598.5,923.5,675.3,,,,,,,,,,,,,,,,,,,,"GPP, NEE, ER from #4175",0.08,-0.45,28.75,111.25,1470.02,17.07,1416.7,17.15,2003,224.275,0.453,-0.238
3088,00:00.0,4045,Ren,,,BBL,China,,Taoyuan Station of Agricultural Ecosystem Research,2003,1,28.92,111.45,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red clay,Wet,,,,,,16.5,1448,,17.4,,IRGA,0.1,1,,616,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,20,,0.73,5,65.426,0.078,0,,,,0.9,,2.17,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.45,28.75,111.25,1470.02,17.07,1416.7,17.15,2003,224.275,0.453,-0.238
3089,00:00.0,4045,Ren,,,BBL,China,,Taoyuan Station of Agricultural Ecosystem Research,2003,1,28.92,111.45,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red clay,Wet,,,,,,16.5,1448,,18.7,,IRGA,0.1,1,,622,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,20,,0.72,5,76.046,0.073,0,,,,1,,2.07,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.45,28.75,111.25,1470.02,17.07,1416.7,17.15,2003,224.275,0.453,-0.238
2234,00:00.0,4062,Sakata,,,BBL,Japan,Ibaraki,,2001.5,1,36.32,140.15,470,None,,,,Quercus serrata; Carpinus spp.,Temperate,Forest,Natural,Deciduous,Mature,"Loamy clay (Black soil, Fulvic Andisols)",Dry,0.357,,,,,13.1,1330,,,,Gas chromatography,60,1,Isotope,485,,,,,,,130,145,340,0.3,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,ug CO2/m2/s,-1,25,,0.88,5,17.9,0.091,0,,,None,,,,,,,,,,,,,,,,,,,,211,,,,,15.6,,,,,120,213,7426,20,,-0.32,-0.15,36.25,140.25,1336.39,13.61,1256.5,13.97,2002,193.661,0.615,-0.413
2213,00:00.0,4122,Vande Walle,,,BBL,Belgium,,Zwijnaarde,2005,1,51.03,3.72,,None,,5,5,Salix viminalis,Temperate,Forest,Managed,Deciduous,Aggrading,Sandy,Dry,1.2,12,,,,9.8,821,,,,IRGA,14,1,,896,124,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,20,,0.85,5,0.365,0.145,0,,,Mixed,1.56,4.3,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,505,70,435,,,,,-0.03,0.28,51.25,3.75,749.44,10.57,632.4,11.09,2005,109.313,0.683,-1.071
3367,00:00.0,4136,Wang,,,BBL,China,,Yao Jingzi Grassland Nature Reserve,2002,1,44.75,123.75,160,None,,,,Leymus chinensis,Temperate,Grassland,Unmanaged,Deciduous,Mature,,Dry,,,,,,4.9,470,1600,,,Alkali absorption,30,0.42,Regression,361,,,,,,,,,159,,,,,,,,,0.56,Growing,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,8,29,,0.69,10,1.282,0.077,0,,,,0.73,,,2.16,,2.16,8,29,,,,,,224.7,383.4,203.4,180,,,,,,,,,,,,,,,,,,0.25,0.25,44.75,123.75,476.99,5.57,378.7,6.49,2002,90.991,0.83,-1.08
3368,00:00.0,4136,Wang,,,BBL,China,,Yao Jingzi Grassland Nature Reserve,2002,1,44.75,123.75,160,None,,,,Puccinellia tenuiflora,Temperate,Grassland,Unmanaged,Deciduous,Mature,,Dry,,,,,,4.9,470,1600,,,Alkali absorption,30,0.42,Regression,240,,,,,,,,,139,,,,,,,,,0.43,Growing,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,8,29,,0.83,10,0.741,0.086,0,,,,0.46,,,2.36,,2.36,8,29,,,,,,104.6,243.4,130.9,112.5,,,,,,,,,,,,,,,,,,0.25,0.25,44.75,123.75,476.99,5.57,378.7,6.49,2002,90.991,0.83,-1.08
2204,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1423,389,474,,,,,368,688,736,0.48,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.89,,45.621,0.027,0.641,,,,,,,1.3,,,,,,,,,,443,1178,209,,478,,456,,,,,35.7,,26174,,,247,385,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203
2205,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,981,368,474,,,,,288,406,576,0.41,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.94,,17.254,0.042,0.712,,,,,,,1.53,,,,,,,,,,737,1313,520,,252,,461,,,,,40.2,,19049,,,160,370,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203
2206,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,None,,,,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,476,120,474,,,,,141,194,282,0.41,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.94,,2.634,0.053,0.932,,,,,,,1.7,,,,,,,,,,349,631,256,,132,,201,,,,,34.8,,12094,,,75,160,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203
2207,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1502,468,497,,,,,386,730,772,0.49,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.86,,43.703,0.028,0.625,,,,,,,1.32,,,,,,,,,,373,1145,220,,452,,436,,,,,35.7,,26174,,,247,385,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603
2208,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1045,339,497,,,,,299,447,598,0.43,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.96,,18.716,0.04,0.705,,,,,,,1.49,,,,,,,,,,790,1388,570,,288,,441,,,,,40.2,,19049,,,160,370,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603
2209,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,None,,,,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,509,197,497,,,,,149,211,298,0.41,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.93,,2.843,0.056,0.967,,,,,,,1.75,,,,,,,,,,410,708,298,,150,,211,,,,,34.8,,12094,,,75,160,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603
2210,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1246,346,424,,,,,335,578,669,0.46,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.86,,79.04,0.013,0.528,,,,,,,1.14,,,,,,,,,,428,1097,206,,382,,473,,,,,35.7,,26174,,,247,385,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015
2211,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,843,318,424,,,,,244,356,487,0.42,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.88,,25.535,0.03,0.669,,,,,,,1.35,,,,,,,,,,727,1214,449,,218,,479,,,,,40.2,,19049,,,160,370,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015
2212,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,None,,,,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,399,128,424,,,,,123,155,245,0.39,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.94,,1.717,0.044,1.917,,,,,,,1.56,,,,,,,,,,344,589,201,,102,,253,,,,,34.8,,12094,,,75,160,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015
2200,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2001,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,438,71,76,,,,,,159,279,0.36,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.84,10,4.68,5.71,15,,,,1.96,5.71,5.71,,,,,,,,,923,731,192,470,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,653.8,2.07,2001,85.428,1.117,-0.237
2201,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2002,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,512,77,76,,,,,,178,334,0.35,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.71,10,3.15,2.39,15,,,,2.04,2.39,2.39,,,,,,,,,1057,782,275,582,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,607.8,2.07,2002,85.428,1.117,-0.776
2202,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2003,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,598,65,76,,,,,,226,372,0.38,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.74,10,4.01,2.8,15,,,,2.4,2.8,2.8,,,,,,,,,1061.5,909,152.5,601,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,671.8,2.55,2003,85.428,1.117,-0.026
2203,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2004,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,439,68,76,,,,,,138,301,0.31,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.72,10,4.27,4.11,15,,,,2.11,4.11,4.11,,,,,,,,,935,751,184,552,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,671.5,2.37,2004,85.428,1.117,-0.03
104,00:00.0,4182,Tate,,,BBL,New Zealand,,Maruia,1991,1.5,-42.22,172.25,400,None,,,,Nothofagus,Temperate,Forest,Natural,Deciduous,Mature,Typic Haplorthod,Dry,0.6,,,,,9.8,2000,,9.8,1520,Alkali absorption,60,1,Extraction,650,,,,,,,,150,501,0.23,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,6,16,10,0.87,10,0.032,0.078,0,,,,1.62,,2.2,2.2,,,,,,,,,,,,,,512,,288,512,800,,,,,,,,,295,16100,,,0.22,-0.25,-42.25,172.25,1489.2,9.12,1521.4,8.67,1991,159.885,0.461,0.201
2108,00:00.0,4212,Bahn,,,BBL,Spain,,Alinya,2003.5,2,42.2,1.45,1765,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Sandy clay (Lythic cryrendoll),Dry,,,,,,6.5,700,,,,IRGA,0.1,1,,494,84,,,,,,,,,,,,,,,,,,,Other,,umol CO2/m2/s,,,,0.47,,1.99,236.9,-11.187,0.859,,,1.99,,,,,,,,,,,600,,,,,,,,,,,,,,258,,,,,,,,,-0.2,-0.45,42.25,1.25,712.31,10.92,790.1,11.2,2004,117.145,0.627,0.664
2115,00:00.0,4212,Bahn,,,BBL,Austria,,Stubai 3,2003,3,47.28,11.53,1960,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Loam (Dystric cambisol),Dry,,,,,,3,1097,,,,IRGA,0.1,1,,729,69,,,,,,,,,,,,,,,,,,,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,0.48,,5.33,8.95,0.18,,,,2.2,4.01,2.9,1.99,2.83,,,,,,,,,,,,,,,,,,,1.7,,79,,,,,,,,,-0.28,0.47,47.25,11.75,1025.76,3.2,873.4,3.27,2003,124.739,0.632,-1.221
2116,00:00.0,4212,Bahn,,,BBL,Austria,,Berchtesgaden 1,2003,1,47.62,12.58,620,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Cambisol,Dry,,,,,,8.3,1665,,,,IRGA,0.1,1,,1378,303,,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",,umol CO2/m2/s,,,,0.8,,3.83,310.2,56.02,-46.02,,,3.83,3.33,2.71,2.31,2.78,,,,,,,,,,,,,,,,,,,6,,350,,,,,2900,,,,0.38,0.42,47.75,12.75,1378.68,5.98,1174.4,6.42,2003,198.609,0.818,-1.029
2117,00:00.0,4212,Bahn,,,BBL,Austria,,Berchtesgaden 2,2003,1,47.62,12.58,620,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Cambisol,Dry,,,,,,8.3,1665,,,,IRGA,0.1,1,,907,290,,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",,umol CO2/m2/s,,,,0.77,,2.86,260.2,56.02,-46.02,,,2.86,2.74,2.31,2.02,2.35,,,,,,,,,,,,,,,,,,,3.5,,104,,,,,3100,,,,0.38,0.42,47.75,12.75,1378.68,5.98,1174.4,6.42,2003,198.609,0.818,-1.029
2124,00:00.0,4212,Bahn,,,BBL,United Kingdom,,Auchencorth Moss,2003.5,2,55.79,-3.4,270,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Organic,Wet,,,,,,8,970,,,,IRGA,0.1,1,,529,333,,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",,umol CO2/m2/s,,,,0.65,,2.09,541.3,56.02,-46.02,,,2.09,8.16,5.69,4.32,5.94,,,,,,,698,,,,,,,,,,,,3.6,,,,,,,,,,,0.21,0.4,55.75,-3.25,852.64,7.39,950.7,8.15,2004,133.399,0.519,0.735
2126,00:00.0,4212,Bahn,,,BBL,Finland,,Varri??,2002.5,2,67.72,29.6,480,None,,,,Grasses (mix),Boreal,Grassland,Natural,Deciduous,Mature,Sand,Dry,,,,,,-1,500,,,,IRGA,0.1,1,,58,14,,,,,,,,,,,,,,,,,,,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,0.45,,1.71,17.15,0.11,,,,0.25,2.71,2.54,2.31,2.5,,,,,,,200,,,,,,,,,,,,0.8,,,,,,,2500,,,,0.28,0.4,67.75,29.75,489.67,-1.74,451.3,-0.86,2003,75.848,1.417,-0.506
1902,00:00.0,4303,Gaumont-Guay,,,BBL,Canada,Saskatchewan,,2004,1,54,-105.1,,None,,,125,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Typic cryaquept,Wet,,,,,,0.4,457,,,,IRGA,0.1,1,Exclusion,611,,,,,,,,342,269,0.56,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-12,13,214,0.9,2,3.7,3.5,10,,,Positive,3.7,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,0,0.1,54.25,-105.25,482.6,-0.11,711.2,-0.6,2004,73.401,1.136,3.114
3257,00:00.0,4375,Kim,,,BBL,South Korea,,Sambong Exhibition Forests,2003,2,35.45,127.63,,None,,,20,Larix leptolepis,Temperate,Forest,Managed,Deciduous,Aggrading,Silt loam,Dry,,,,,,12.8,1322,,,,IRGA,30,1,,956,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,18,,0.86,20,0.05,0.17,0,,,,1.73,5.47,5.47,5.47,5.47,,,,,,,,,,,152,,,,168,,,,,,,4225,,,,,17712,50,,-0.45,0.37,35.25,127.75,1411.75,9.34,2077.3,9.44,2003,304.81,0.469,2.183
1877,00:00.0,4383,Knohl,,,BBL,Germany,,National Park Hainich,2000,1,51.08,10.45,440,None,,,125,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisols,Dry,,,4,56,40,8.4,899,,,,IRGA,30,1,,892,,11,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,17,12,0.96,5,0.85,0.109,0,,,,2.53,2.97,2.97,2.97,2.97,,,,,,,,1125,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.45,51.25,10.25,783.33,6.88,769.2,8.12,2000,134.897,0.778,-0.105
