Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TAnnual_Del
3089,00:00.0,4045,Ren,NA,,BBL,China,,Taoyuan Station of Agricultural Ecosystem Research,2003,1,28.92,111.45,NA,None,,NA,NA,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red clay,Wet,NA,NA,NA,NA,NA,16.5,1448,NA,18.7,NA,IRGA,0.1,1,,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,20,NA,0.72,5,76.046,0.073,0,NA,NA,,1,NA,2.07,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.08,-0.45,28.75,111.25,1470.02,17.07,1416.7,17.15,2003,224.275,0.453,-0.238,18.135,17.15
2213,00:00.0,4122,Vande Walle,NA,,BBL,Belgium,,Zwijnaarde,2005,1,51.03,3.72,NA,None,,5,5,Salix viminalis,Temperate,Forest,Managed,Deciduous,Aggrading,Sandy,Dry,1.2,12,NA,NA,NA,9.8,821,NA,NA,NA,IRGA,14,1,,896,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,20,NA,0.85,5,0.365,0.145,0,NA,NA,Mixed,1.56,4.3,4.3,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,70,435,NA,NA,NA,,-0.03,0.28,51.25,3.75,749.44,10.57,632.4,11.09,2005,109.313,0.683,-1.071,10.436,11.09
2204,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,NA,None,,NA,NA,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,1423,389,474,NA,NA,NA,NA,368,688,736,0.48,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.89,NA,45.621,0.027,0.641,NA,NA,,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,1178,209,NA,478,NA,456,NA,NA,NA,NA,35.7,NA,26174,NA,NA,247,385,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203,20.637,17.5
2205,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,NA,None,,NA,NA,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,981,368,474,NA,NA,NA,NA,288,406,576,0.41,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.94,NA,17.254,0.042,0.712,NA,NA,,NA,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,1313,520,NA,252,NA,461,NA,NA,NA,NA,40.2,NA,19049,NA,NA,160,370,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203,20.637,17.5
2206,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,NA,None,,NA,NA,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,476,120,474,NA,NA,NA,NA,141,194,282,0.41,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.94,NA,2.634,0.053,0.932,NA,NA,,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,631,256,NA,132,NA,201,NA,NA,NA,NA,34.8,NA,12094,NA,NA,75,160,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203,20.637,17.5
2207,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,NA,None,,NA,NA,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,1502,468,497,NA,NA,NA,NA,386,730,772,0.49,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.86,NA,43.703,0.028,0.625,NA,NA,,NA,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,1145,220,NA,452,NA,436,NA,NA,NA,NA,35.7,NA,26174,NA,NA,247,385,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603,20.637,18
2208,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,NA,None,,NA,NA,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,1045,339,497,NA,NA,NA,NA,299,447,598,0.43,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.96,NA,18.716,0.04,0.705,NA,NA,,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,1388,570,NA,288,NA,441,NA,NA,NA,NA,40.2,NA,19049,NA,NA,160,370,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603,20.637,18
2209,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,NA,None,,NA,NA,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,509,197,497,NA,NA,NA,NA,149,211,298,0.41,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.93,NA,2.843,0.056,0.967,NA,NA,,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,708,298,NA,150,NA,211,NA,NA,NA,NA,34.8,NA,12094,NA,NA,75,160,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603,20.637,18
2210,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,NA,None,,NA,NA,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,1246,346,424,NA,NA,NA,NA,335,578,669,0.46,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.86,NA,79.04,0.013,0.528,NA,NA,,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,1097,206,NA,382,NA,473,NA,NA,NA,NA,35.7,NA,26174,NA,NA,247,385,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015,20.637,17.97
2211,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,NA,None,,NA,NA,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,843,318,424,NA,NA,NA,NA,244,356,487,0.42,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.88,NA,25.535,0.03,0.669,NA,NA,,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,1214,449,NA,218,NA,479,NA,NA,NA,NA,40.2,NA,19049,NA,NA,160,370,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015,20.637,17.97
2212,00:00.0,4155,Yang,NA,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,NA,None,,NA,NA,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,NA,NA,NA,NA,19.1,1749,1585,NA,NA,Soda lime,5,1,Exclusion,399,128,424,NA,NA,NA,NA,123,155,245,0.39,NA,NA,NA,NA,NA,NA,NA,NA,,Other,Positive,mg CO2/m2/hr,NA,NA,NA,0.94,NA,1.717,0.044,1.917,NA,NA,,NA,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,589,201,NA,102,NA,253,NA,NA,NA,NA,34.8,NA,12094,NA,NA,75,160,NA,NA,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015,20.637,17.97
2200,00:00.0,4166,Zha,NA,,BBL,Finland,,Huhus,2001,1,62.87,30.82,145,None,,NA,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,IRGA,7,1,Equation,438,71,76,NA,NA,NA,NA,NA,159,279,0.36,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,NA,0.84,10,4.68,5.71,15,NA,NA,,1.96,5.71,5.71,NA,NA,NA,NA,NA,NA,NA,NA,923,731,192,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,,0.13,0.18,62.75,30.75,674.06,1.96,653.8,2.07,2001,85.428,1.117,-0.237,4.866,2.07
2201,00:00.0,4166,Zha,NA,,BBL,Finland,,Huhus,2002,1,62.87,30.82,145,None,,NA,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,IRGA,7,1,Equation,512,77,76,NA,NA,NA,NA,NA,178,334,0.35,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,NA,0.71,10,3.15,2.39,15,NA,NA,,2.04,2.39,2.39,NA,NA,NA,NA,NA,NA,NA,NA,1057,782,275,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,,0.13,0.18,62.75,30.75,674.06,1.96,607.8,2.07,2002,85.428,1.117,-0.776,4.866,2.07
2202,00:00.0,4166,Zha,NA,,BBL,Finland,,Huhus,2003,1,62.87,30.82,145,None,,NA,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,IRGA,7,1,Equation,598,65,76,NA,NA,NA,NA,NA,226,372,0.38,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,NA,0.74,10,4.01,2.8,15,NA,NA,,2.4,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,1061.5,909,152.5,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,,0.13,0.18,62.75,30.75,674.06,1.96,671.8,2.55,2003,85.428,1.117,-0.026,4.866,2.55
2203,00:00.0,4166,Zha,NA,,BBL,Finland,,Huhus,2004,1,62.87,30.82,145,None,,NA,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,NA,NA,NA,NA,NA,724,NA,NA,NA,IRGA,7,1,Equation,439,68,76,NA,NA,NA,NA,NA,138,301,0.31,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,NA,0.72,10,4.27,4.11,15,NA,NA,,2.11,4.11,4.11,NA,NA,NA,NA,NA,NA,NA,NA,935,751,184,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,,0.13,0.18,62.75,30.75,674.06,1.96,671.5,2.37,2004,85.428,1.117,-0.03,4.866,2.37
104,00:00.0,4182,Tate,NA,,BBL,New Zealand,,Maruia,1991,1.5,-42.22,172.25,400,None,,NA,NA,Nothofagus,Temperate,Forest,Natural,Deciduous,Mature,Typic Haplorthod,Dry,0.6,NA,NA,NA,NA,9.8,2000,NA,9.8,1520,Alkali absorption,60,1,Extraction,650,NA,NA,NA,NA,NA,NA,NA,150,501,0.23,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,6,16,10,0.87,10,0.032,0.078,0,NA,NA,,1.62,NA,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,NA,288,512,800,NA,NA,NA,NA,NA,NA,NA,NA,295,16100,NA,,0.22,-0.25,-42.25,172.25,1489.2,9.12,1521.4,8.67,1991,159.885,0.461,0.201,9.814,8.67
1902,00:00.0,4303,Gaumont-Guay,NA,,BBL,Canada,Saskatchewan,,2004,1,54,-105.1,NA,None,,NA,125,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Typic cryaquept,Wet,NA,NA,NA,NA,NA,0.4,457,NA,NA,NA,IRGA,0.1,1,Exclusion,611,NA,NA,NA,NA,NA,NA,NA,342,269,0.56,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-12,13,214,0.9,2,3.7,3.5,10,NA,NA,Positive,3.7,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,NA,NA,NA,NA,,0,0.1,54.25,-105.25,482.6,-0.11,711.2,-0.6,2004,73.401,1.136,3.114,1.005,-0.6
1877,00:00.0,4383,Knohl,NA,,BBL,Germany,,National Park Hainich,2000,1,51.08,10.45,440,None,,NA,125,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisols,Dry,NA,NA,4,56,40,8.4,899,NA,NA,NA,IRGA,30,1,,892,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,17,12,0.96,5,0.85,0.109,0,NA,NA,,2.53,2.97,2.97,2.97,2.97,NA,NA,NA,NA,NA,NA,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.08,-0.45,51.25,10.25,783.33,6.88,769.2,8.12,2000,134.897,0.778,-0.105,8.888,8.12
1878,00:00.0,4383,Knohl,NA,,BBL,Germany,,National Park Hainich,2001,1,51.08,10.45,440,None,,NA,125,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisols,Dry,NA,NA,4,56,40,8.4,899,NA,NA,NA,IRGA,30,1,,870,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,17,15,0.67,5,1.13,0.085,0,NA,NA,,2.64,2.34,2.34,2.34,2.34,NA,NA,NA,NA,NA,NA,NA,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.08,-0.45,51.25,10.25,783.33,6.88,852.4,7.18,2001,134.897,0.778,0.512,8.888,7.18
1879,00:00.0,4383,Knohl,NA,,BBL,Germany,,National Park Hainich,2002,1,51.08,10.45,440,None,,NA,125,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisols,Dry,NA,NA,4,56,40,8.4,899,NA,NA,NA,IRGA,30,1,,876,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,17,9,0.88,5,0.83,0.115,0,NA,NA,,2.62,3.16,3.16,3.16,3.16,NA,NA,NA,NA,NA,NA,NA,1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.08,-0.45,51.25,10.25,783.33,6.88,930.4,7.71,2002,134.897,0.778,1.09,8.888,7.71
1836,00:00.0,4459,Mo,NA,,BBL,China,Guangdong,Dinghushan Biosphere Reserve,2005.8,1,23.17,112.17,275,None,,NA,400,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum,Tropical,Forest,Natural,Evergreen,Mature,Oxisol (lateritic red earth),Dry,0.98,13,NA,NA,NA,21,1927,NA,NA,NA,Gas chromatography,10,1,,604,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,15,25,158.5,0.61,5,8.9,0.094,0,NA,NA,Positive,NA,NA,NA,NA,NA,2.6,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,26,NA,NA,NA,NA,NA,445,NA,NA,,-0.17,-0.17,23.25,112.25,1653.52,20.99,1838,21.53,2006,269.812,0.356,0.684,21.45,21.53
1578,00:00.0,4614,Vargas,NA,,BBL,Mexico,Yucatan,El Eden Ecological Preserve,2006,1,21.21,-87.18,NA,None,,NA,1,Mix,Tropical,Forest,Natural,Evergreen,Aggrading,,Dry,0.61,NA,63,22,15,24.2,1650,NA,NA,NA,Gradient,0.1,1,,3821,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Mixed,umol CO2/m2/s,22,26,NA,0.58,8,34.88,-0.05,0,NA,NA,Mixed,NA,NA,NA,NA,NA,0.6,22,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hurricane!,-0.21,0.18,21.25,-87.25,1487.79,26.51,1059.9,27.21,2006,679.317,0.624,-0.63,24.91,27.21
1579,00:00.0,4616,Vargas,NA,,BBL,USA,California,James San Jacinto Mountains Reserve,2006,1,33.81,-116.78,1640,None,,NA,NA,Quercus kelloggii; Calocedrus decurrens; Arctostaphylos pringlei; Pinus lambertiana,Mediterranean,Forest,Natural,Evergreen,Mature,,Dry,0.9,NA,NA,NA,NA,10.3,507,NA,NA,NA,Gradient,0.1,1,,1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,27,NA,0.35,8,1.396,0.049,0,NA,NA,Negative,2.28,1.63,1.63,1.63,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.19,-0.22,33.75,-116.75,267.52,11.23,200.1,11.42,2006,136.536,1.119,-0.494,11.222,11.42
1580,00:00.0,4616,Vargas,NA,,BBL,USA,California,James San Jacinto Mountains Reserve,2006,1,33.81,-116.78,1640,None,,NA,NA,Eriogonum wrightii,Mediterranean,Savanna,Natural,Deciduous,Mature,,Dry,1.2,NA,NA,NA,NA,10.3,507,NA,NA,NA,Gradient,0.1,1,,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,27,NA,0.75,8,0.516,0.053,0,NA,NA,Positive,0.88,1.7,1.7,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.19,-0.22,33.75,-116.75,267.52,11.23,200.1,11.42,2006,136.536,1.119,-0.494,11.222,11.42
1426,00:00.0,4630,Wang,NA,,BBL,China,,Yanting Agro-ecological Station of Purple Soil,2005.5,2,31.27,105.47,500,None,,30,30,Alder cremastogyne; Cupressus funebris,Subtropical,Forest,Managed,Deciduous,Aggrading,Eutric Regosol,Dry,1.42,NA,40,42,18,17.3,826,NA,NA,NA,IRGA,5,1,,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,NA,0.36,5,89.081,0.07,0,NA,NA,Positive,1.13,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,,-0.27,-0.47,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187,17.47
1427,00:00.0,4630,Wang,NA,,BBL,China,,Yanting Agro-ecological Station of Purple Soil,2005.5,2,31.27,105.47,500,None,,30,30,Lolium multiflorum,Subtropical,Grassland,Managed,Deciduous,Aggrading,Eutric Regosol,Dry,1.52,NA,46,38,16,17.3,826,NA,NA,NA,IRGA,5,1,,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,NA,0.33,5,51.564,0.085,0,NA,NA,Positive,0.76,2.34,2.34,2.34,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.27,-0.47,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187,17.47
1428,00:00.0,4630,Wang,NA,,BBL,China,,Yanting Agro-ecological Station of Purple Soil,2005.5,2,31.27,105.47,500,None,,30,30,Zea mays; Triticum aestivum,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Eutric Regosol,Dry,1.49,NA,46,35,19,17.3,826,NA,NA,NA,IRGA,5,1,,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,NA,0.31,5,39.351,0.094,0,NA,NA,Positive,0.64,2.57,2.57,2.57,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.27,-0.47,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187,17.47
3734,00:00.0,4853,Gaumont-Guay,NA,,BBL,Canada,Saskatchewan,,2003,1,53.6,-106.2,NA,None,,NA,84,Pinus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Clay loam till,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRGA,0.1,1,,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-15,18,305,0.87,2,3.9,3.2,10,NA,NA,None,3.9,3.2,3.2,NA,NA,3.2,-15,18,NA,NA,NA,1062,959,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,420,170,NA,5530,NA,,0.4,0.2,53.75,-106.25,466.77,-0.03,516.3,0.68,2003,98.814,1.161,0.501,2.704,0.68
3735,00:00.0,4853,Gaumont-Guay,NA,,BBL,Canada,Saskatchewan,,2003,1,53.9,-105.1,NA,None,,NA,124,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Sandy clay,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRGA,0.1,1,,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,16,215,0.47,2,2.6,2.5,10,NA,NA,None,2.6,2.5,2.5,NA,NA,2.5,-5,16,NA,NA,NA,860,774,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,350,310,NA,39710,NA,,0.1,0.1,53.75,-105.25,449.26,0.55,424.8,1.19,2003,79.512,1.131,-0.308,2.704,1.19
3736,00:00.0,4853,Gaumont-Guay,NA,,BBL,Canada,Saskatchewan,,2003,1,53.9,-104.6,NA,None,,NA,74,Pinus banksiana,Boreal,Forest,Natural,Evergreen,Mature,Fine sand,Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRGA,0.1,1,,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-15,18,300,0.56,2,1.9,3.2,10,NA,NA,None,1.9,3.2,3.2,NA,NA,3.2,-15,18,NA,NA,NA,651,623,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,600,160,NA,2950,NA,,0.1,-0.4,53.75,-104.75,450.28,0.46,393.5,1.15,2003,78.283,1.176,-0.725,2.704,1.15
