"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI","Study_TS_Annual","TS_Flag","Annual_TS_Coverage","TS_Source","mtr_out_TAnnual","Rs_TAIR_units_TAnnual","Rs_TAIR_TAnnual","Rs_annual_bahn_TAnnual","mtr_out_MAT","Rs_TAIR_units_MAT","Rs_TAIR_MAT","Rs_annual_bahn_MAT","mtr_out","Rs_TAIR_units","Rs_TAIR","Rs_annual_bahn","Rs_annual_bahn_err","higherr","labl","TAIR_LTM_dev","TAIR_dev"
3387,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2003,1,45.333,127.5667,340,"None","",NA,34,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",874,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,61,0.5581,5,0.9094,0.0972,0,NA,NA,"None",2.4,2.64,2.64,2.64,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,729,4.17,2003,106.073,0.933,0.657,6.247,"",0.5,"MGRsD",FALSE,1.36390752800965,1.36390752800965,622.711786364777,FALSE,1.19038140289757,1.19038140289757,543.086690137981,FALSE,1.66902256124231,1.66902256124231,762.847670059908,0.13,FALSE,NA,0.0299999999999998,NA
3388,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2004,1,45.333,127.5667,340,"None","",NA,35,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",823,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,108,0.6366,5,0.4984,0.1211,0,NA,NA,"None",1.67,3.36,3.36,3.36,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.98,2004,106.073,0.933,0.05,6.247,"",0.5,"MGRsD",FALSE,0.807046241781855,0.807046241781855,367.426090455745,FALSE,0.697044997481195,0.697044997481195,317.094525339936,FALSE,1.06200580455885,1.06200580455885,484.219524062263,0.41,FALSE,NA,0.0299999999999998,NA
3389,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2005,1,45.333,127.5667,340,"None","",NA,36,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",868,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,114,0.5373,5,0.7432,0.1039,0,NA,NA,"None",2.1,2.83,2.83,2.83,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.23,2005,106.073,0.933,0.05,6.247,"",0.5,"MGRsD",FALSE,1.03956973220832,1.03956973220832,473.935190116679,FALSE,0.991053171717517,0.991053171717517,451.700113997581,FALSE,1.42229705431087,1.42229705431087,649.517383804232,0.25,FALSE,NA,0.0299999999999998,NA
3390,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2006,1,45.333,127.5667,340,"None","",NA,37,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",857,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,96,0.7811,5,0.4031,0.1293,0,NA,NA,"None",1.47,3.64,3.64,3.64,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,703.8,3.71,2006,106.073,0.933,0.419,6.247,"",0.5,"MGRsD",FALSE,0.651246142693846,0.651246142693846,296.151344566033,FALSE,0.57671353502049,0.57671353502049,262.085895660751,FALSE,0.904083542256772,0.904083542256772,411.856960989981,0.52,FALSE,NA,0.0299999999999998,NA
3391,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2001,1,45.333,127.5667,340,"None","",NA,4,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",592,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,31,0.7837,5,1.3346,0.059,0,NA,NA,"None",2.41,1.8,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,575.6,3.02,2001,106.073,0.933,-0.789,6.247,"",0.5,"MGRsD",FALSE,1.59490093005153,1.59490093005153,728.790653279547,FALSE,1.57154878676768,1.57154878676768,718.062685577103,FALSE,1.92939140981528,1.92939140981528,882.543115103122,0.49,FALSE,NA,0.0299999999999998,NA
3392,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2002,1,45.333,127.5667,340,"None","",NA,5,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",847,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,24,0.6704,5,1.3346,0.059,0,NA,NA,"None",2.41,2.29,2.29,2.29,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,738.6,3.63,2002,106.073,0.933,0.748,6.247,"",0.5,"MGRsD",FALSE,1.65334684016066,1.65334684016066,755.644378769919,FALSE,1.57154878676768,1.57154878676768,718.062685577103,FALSE,1.92939140981528,1.92939140981528,882.543115103122,0.04,FALSE,NA,0.0299999999999998,NA
3393,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2003,1,45.333,127.5667,340,"None","",NA,6,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",821,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,20,0.6812,5,1.0428,0.0834,0,NA,NA,"None",2.4,2.3,2.3,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,729,4.17,2003,106.073,0.933,0.657,6.247,"",0.5,"MGRsD",FALSE,1.47651916638688,1.47651916638688,674.41512370946,FALSE,1.31380486317236,1.31380486317236,599.715471074819,FALSE,1.7557729776861,1.7557729776861,802.717647110293,0.02,FALSE,NA,0.0299999999999998,NA
3394,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2004,1,45.333,127.5667,340,"None","",NA,7,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",630,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,28,0.8292,5,0.5783,0.1127,0,NA,NA,"None",1.78,3.09,3.09,3.09,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.98,2004,106.073,0.933,0.05,6.247,"",0.5,"MGRsD",FALSE,0.905637182630246,0.905637182630246,412.568550013513,FALSE,0.790188690096013,0.790188690096013,359.710302429414,FALSE,1.169263877394,1.169263877394,533.400700317902,0.15,FALSE,NA,0.0299999999999998,NA
3395,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2005,1,45.333,127.5667,340,"None","",NA,8,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",768,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,39,0.7037,5,0.8803,0.0912,0,NA,NA,"None",2.19,2.49,2.49,2.49,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.23,2005,106.073,0.933,0.05,6.247,"",0.5,"MGRsD",FALSE,1.18185292166333,1.18185292166333,539.174813201495,FALSE,1.13329744863627,1.13329744863627,516.906137750217,FALSE,1.55617965637238,1.55617965637238,711.002580538147,0.07,FALSE,NA,0.0299999999999998,NA
3396,"00:00.0",5278,"Zu",NA,"","BBL","China","Heilongjiang","Maoershan Experimental Forest Farm",2006,1,45.333,127.5667,340,"None","",NA,9,"Larix gmeilini","Temperate","Forest","Managed","Deciduous","Mature","Mesic black to brown","Dry",NA,NA,NA,NA,NA,2.8,NA,1094,NA,650,"IRGA",30,0.5,"",548,NA,NA,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,36,0.744,5,0.8468,0.098,0,NA,NA,"None",2.26,2.66,2.66,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.433,45.25,127.75,659.31,2.77,703.8,3.71,2006,106.073,0.933,0.419,6.247,"",0.5,"MGRsD",FALSE,1.21809633663651,1.21809633663651,555.800123269372,FALSE,1.11089862545432,1.11089862545432,506.635237042745,FALSE,1.56191910433586,1.56191910433586,713.639062269919,0.3,FALSE,NA,0.0299999999999998,NA
4159,"00:00.0",5303,"Wang",NA,"","BBL","China","","Changbai Mountain Natural Reserve",2003,1,42.4025,128.0958333,738,"None","",NA,250,"Pinus koraiensis; Tilia amurensis; Quercus mongolica; Fraxinus mandschurica","Temperate","Forest","Natural","Deciduous","Mature","Mollisols","Dry",NA,NA,NA,NA,NA,3.6,700,NA,NA,NA,"Gas chromatography",15,1,"",593,NA,NA,4.12,226,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",-5,15,58,0.87,5,0.64,0.101,0,NA,NA,"None",1.75718465,2.745601015,2.745601015,NA,NA,NA,NA,NA,NA,NA,NA,1220,1030,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,43.2,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.403,-0.096,42.25,128.25,764.26,1.76,695.3,2.68,2003,113.512,0.661,-0.608,6.69,"",1,"MGRsD",FALSE,0.838947538875,0.838947538875,382.029845764823,FALSE,0.764504702442189,0.764504702442189,347.956324583915,FALSE,1.25784872087608,1.25784872087608,574.03811113955,0.03,FALSE,NA,1.84,NA
4234,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Quercus robur","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",783,NA,NA,NA,NA,NA,NA,NA,240,546,0.31,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.57,5,1.86,333,10,-46.02,NA,"",1.86,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,83.5,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,1.68980584292228,1.68980584292228,772.398545096807,FALSE,1.52171331588981,1.52171331588981,695.17118010354,FALSE,2.0479231382456,2.0479231382456,937.063598451597,0.2,FALSE,NA,0.23,NA
4235,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Fagus sylvatica","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",901,NA,NA,NA,NA,NA,NA,NA,405,497,0.45,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.91,5,2.23,333,10,-46.02,NA,"",2.23,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,78.5,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,2.02595001597671,2.02595001597671,926.955407411107,FALSE,1.82441972819047,1.82441972819047,834.274855337245,FALSE,2.45530569800413,2.45530569800413,1124.56991948885,0.25,FALSE,NA,0.23,NA
4236,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Fagus sylvatica","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",752,NA,NA,NA,NA,NA,NA,NA,215,536,0.29,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.8,5,1.94,333,10,-46.02,NA,"",1.94,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,28,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,1.76248566412323,1.76248566412323,805.803208341547,FALSE,1.58716335098184,1.58716335098184,725.235917169942,FALSE,2.13600585386906,2.13600585386906,977.589689734249,0.3,FALSE,NA,0.23,NA
4237,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Abies alba","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",1128,NA,NA,NA,NA,NA,NA,NA,718,412,0.64,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.79,5,2.88,333,10,-46.02,NA,"",2.88,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,94,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,2.61647356323449,2.61647356323449,1198.79891205814,FALSE,2.35620126331325,2.35620126331325,1078.93840516989,FALSE,3.17097776244479,3.17097776244479,1454.36682847747,0.29,FALSE,NA,0.23,NA
4238,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Abies alba","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",1075,NA,NA,NA,NA,NA,NA,NA,747,336,0.69,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.89,5,2.58,333,10,-46.02,NA,"",2.58,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,63,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,2.3439242337309,2.3439242337309,1073.28629874792,FALSE,2.11076363171812,2.11076363171812,965.97502367905,FALSE,2.84066757885679,2.84066757885679,1302.09660240552,0.21,FALSE,NA,0.23,NA
4239,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Abies alba","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",847,NA,NA,NA,NA,NA,NA,NA,365,495,0.43,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.84,5,2.05,333,10,-46.02,NA,"",2.05,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,46.5,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,1.86242041827455,1.86242041827455,851.746710268777,FALSE,1.67715714923339,1.67715714923339,766.585811800878,FALSE,2.25711958785133,2.25711958785133,1033.32773263282,0.22,FALSE,NA,0.23,NA
4240,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Fraxinus excelsior","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",1137,NA,NA,NA,NA,NA,NA,NA,604,539,0.53,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.91,5,2.49,333,10,-46.02,NA,"",2.49,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,142,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,2.26215943487982,2.26215943487982,1035.64748895752,FALSE,2.03713234223958,2.03713234223958,932.099486256321,FALSE,2.74157452378039,2.74157452378039,1256.43370108661,0.11,FALSE,NA,0.23,NA
4241,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Abies alba","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",922,NA,NA,NA,NA,NA,NA,NA,340,588,0.37,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.88,5,2.49,333,10,-46.02,NA,"",2.49,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,160,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,2.26215943487982,2.26215943487982,1035.64748895752,FALSE,2.03713234223958,2.03713234223958,932.099486256321,FALSE,2.74157452378039,2.74157452378039,1256.43370108661,0.36,FALSE,NA,0.23,NA
4242,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Acer pseudoplatanus","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",701,NA,NA,NA,NA,NA,NA,NA,263,440,0.38,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.81,5,1.88,333,10,-46.02,NA,"",1.88,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,63.5,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,1.70797579822252,1.70797579822252,780.748996310382,FALSE,1.53807582466281,1.53807582466281,702.686721220736,FALSE,2.06994381715146,2.06994381715146,947.194254331984,0.35,FALSE,NA,0.23,NA
4243,"00:00.0",5317,"Ruehr",NA,"","BBL","Switzerland","","LŠgeren",2007,1.5,47.47833333,8.364388889,680,"None","",NA,100,"Fraxinus excelsior","Temperate","Forest","Managed","Deciduous","Mature","Haplic cambisols","Dry",NA,NA,NA,NA,NA,8.4,930,NA,NA,NA,"IRGA",17.5,1,"Exclusion",778,NA,NA,NA,NA,NA,NA,NA,386,502,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))","Positive","umol CO2/m2/s",2,19,27,0.61,5,2.36,333,10,-46.02,NA,"",2.36,NA,2.66,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,61.5,NA,3900,10,"",-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922,"",1,"MGRsD",FALSE,2.14405472542827,2.14405472542827,981.29336128064,FALSE,1.93077603521502,1.93077603521502,883.179892452715,FALSE,2.59844011089226,2.59844011089226,1190.4919993642,0.53,FALSE,NA,0.23,NA
3856,"00:00.0",5325,"Deng",NA,"","BBL","China","Guangzhou","South China Botanical Garden",2007,1,23.333,113.5,NA,"None","",NA,3,"Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei","Subtropical","Forest","Managed","Evergreen","Aggrading","Laterite","Dry",NA,NA,NA,NA,NA,21.5,1750,NA,NA,NA,"IRGA",7,1,"",941,19,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",10,28,90,0.57,5,0.887,0.0449,0,NA,NA,"Positive",1.389702511,NA,NA,1.566744657,NA,NA,10,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.333,0.5,23.25,113.75,1837.47,22.52,1464.6,23.24,2007,357.152,0.437,-1.044,21.199,"",1,"MGRsD",FALSE,2.51825374586639,2.51825374586639,1153.55882691229,FALSE,2.43814548533094,2.43814548533094,1116.66797047179,FALSE,2.29773717875474,2.29773717875474,1052.02411293621,0.12,FALSE,NA,1.02,NA
